Genus,Species,N,Tmax,max_metric,error,error.measure,Multiple.measures,max_interval_after_LT0,Tmax_2,max_metric_2,error.1,error.measure.1,max_interval_before_LT100,max_pretreatment,max_ramp,lat_max,long_max,elevation_max,REF_max,location_max,N.1,tmin,min_metric,error.2,error_type,Multiple.measures_min,min_interval_after_LT0,N.2,tmin_2,min_metric_2,error.3,error_type.1,min_interval_before_LT100,min_pretreatment,ramp_min,lat_min,long_min,elevation_min,REF_min,location_min,Phylum,Class,Order,Family,Quality.of.UTNZ,Realm,Realm.1,Realm.2,max_pretreatmentnum,thermy,realm,elevation_min_0,elevation_max_0
Halozetes,marinus,50,37.9,LT50,9.69,SE,N,NA,NA,,NA,NA,NA,10,NA,-46.9,37.9,20,Deere_et_al_2006,1,50,-5.9,LT50,0.09,SE,N,NA,NA,NA,,NA,NA,NA,0,NA,-46.9,20,35,Deere_et_al_2006,1,Arthropoda,Arachnida,Oribatida,Ameronothridae,,Intertidal,Marine,Marine,2,ectotherm,Intertidal,0,0
Halozetes,marionensis,50,37.4,LT50,0.14,SE,N,NA,NA,,NA,NA,NA,5,NA,-46.9,37.9,20,Deere_et_al_2006,1,50,-5.4,LT50,0.13,SE,N,NA,NA,NA,,NA,NA,NA,0,NA,-46.9,20,35,Deere_et_al_2006,1,Arthropoda,Arachnida,Oribatida,Ameronothridae,,Intertidal,Marine,Marine,2,ectotherm,Intertidal,0,0
Halurus,equisetifolius,NA,26,LT0,NA,,N,1,NA,,NA,NA,1,15,NA,48.730579,-3.979547,0,Yarish_et_al_1987,1,NA,10,LT0,,,Y,5,NA,5,LT100,NA,NA,5,15,NA,48.730579,-3.979547,0,Yarish_et_al_1984,1,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,Marine,Marine,Marine,9,plant,Marine,0,0
Halurus,flosculosus,NA,27,LT0,NA,,N,3,35,LT100,NA,NA,5,,NA,48.7262,-3.985322,0,Biebl_1958,1,NA,-2,LT0,,,N,6,NA,-8,LT100,NA,NA,6,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,Intertidal,Marine,Marine,NA,plant,Intertidal,0,0
Halymenia,floresii,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,11,LT0,,,N,4,NA,7,LT100,NA,NA,4,,NA,10.448419,-64.197836,0,Biebl_1962,1,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,,Marine,Marine,Marine,NA,plant,Marine,0,0
Halymenia,latifolia,NA,30,LT0,NA,,N,5,35,LT100,NA,NA,5,,NA,48.7262,-3.985322,0,Biebl_1958,1,NA,-2,LT0,,,N,6,NA,-8,LT100,NA,NA,6,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,,Marine,Marine,Marine,NA,plant,Marine,0,0
Haplogloia,andersonii,1,24.3,LT0,NA,,N,1,NA,,NA,NA,1,20,NA,-42.613959,-73.773961,0,Peters_&_Breeman_1993,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,,Intertidal,Marine,Marine,NA,plant,Intertidal,0,0
Hemigrapsus,nudus,30,33.6,ctmax,0.11,SE,N,NA,NA,,NA,NA,NA,16,0.5,48.8,-125.1,0,Mcgaw_2003,1,30,3.5,ctmin,0.4,SE,N,NA,NA,NA,,NA,NA,NA,10,0.5,48.8,-125.1,0,Mcgaw_2003,1,Arthropoda,Malacostraca,Decapoda,Varunidae,,Intertidal,Marine,Marine,4,ectotherm,Intertidal,0,0
Heterophoxus,videns,3,13,LT100,NA,,N,NA,NA,,NA,NA,NA,,0.07,-77.8,166.67,0,Bates_et_al_2010,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,,Marine,Marine,Marine,NA,ectotherm,Marine,0,0
Heterosiphonia,gibbesii,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,7,LT0,,,N,4,NA,3,LT100,NA,NA,4,,NA,10.448419,-64.197836,0,Biebl_1962,1,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,,Marine,Marine,Marine,NA,plant,Marine,0,0
Heterosiphonia,plumosa,NA,24,LT0,NA,,N,3,27,LT100,NA,NA,3,,NA,48.7262,-3.985322,0,Biebl_1958,1,NA,3,LT0,,,N,5,NA,-2,LT100,NA,NA,5,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,,Intertidal,Marine,Marine,NA,plant,Intertidal,0,0
Himantothallus,grandifolius,6,15.7,LT0,NA,,N,1,16.7,LT100,NA,NA,1,,NA,-61.934135,-57.901964,0,Wiencke_&_torn_Dieck_1989,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae,,Marine,Marine,Marine,NA,plant,Marine,0,0
Hippolyte,obliquimanus,6,34.7,ctmax,0.8,SD,N,NA,NA,,NA,NA,NA,F,1,-23.8,-45.4,0,Vinagre_et_al_2015,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Arthropoda,Malacostraca,Decapoda,Hippolytidae,,Marine,Marine,Marine,NA,ectotherm,Marine,0,0
Hormosira,banksii,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,-13.9,LT50,2.1,SE,N,1,NA,NA,,NA,NA,NA,,NA,-45.95,170.333333,0,Frazer_et_al_1988,1,Rhodophyta,Florideophyceae,Fucales,Hormosiraceae,,Intertidal,Marine,Marine,NA,plant,Intertidal,0,0
Hypnea,musciformis,NA,35,LT0,NA,,N,5,40,LT100,NA,NA,5,,NA,17.953043,-67.154763,0,Biebl_1962,1,NA,8,LT0,,,N,3,NA,5,LT100,NA,NA,3,,NA,17.953043,-67.154763,0,Biebl_1962,1,Rhodophyta,Florideophyceae,Gigartinales,Hypneaceae,,Intertidal,Marine,Marine,NA,plant,Intertidal,0,0
Hypnea,spinella,NA,35,LT0,NA,,N,5,40,LT100,NA,NA,5,,NA,17.953043,-67.154763,0,Biebl_1962,1,NA,14,LT0,,,N,3,NA,11,LT100,NA,NA,3,,NA,17.953043,-67.154763,0,Biebl_1962,1,Rhodophyta,Florideophyceae,Gigartinales,Hypneaceae,,Intertidal,Marine,Marine,NA,plant,Intertidal,0,0
Hypoglossum,hypoglossoides,NA,25,LT0,NA,,N,1,NA,,NA,NA,1,15,NA,48.730579,-3.979547,0,Yarish_et_al_1987,1,NA,5,LT0,,,Y,5,NA,0,LT100,NA,NA,5,15,NA,48.730579,-3.979547,0,Yarish_et_al_1984,1,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Intertidal,Marine,Marine,9,plant,Intertidal,0,0
Iridaea,cordata,NA,20,LT0,NA,,N,3,23,LT100,NA,NA,3,,NA,48.536683,-123.015409,0,L<9f>ning_&_Freshwater_1988,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,,Intertidal,Marine,Marine,NA,plant,Intertidal,0,0
Iridaea,undulosa,2,22,LT0,NA,,N,1,23,LT100,NA,NA,1,,NA,-56.483333,-68.733333,0,Wiencke_&_torn_Dieck_1990,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,,Intertidal,Marine,Marine,NA,plant,Intertidal,0,0
Ischnochiton,australis,NA,35.1,ctmax,NA,,N,NA,NA,,NA,NA,NA,16,0.017,-43,148,0,Bates_et_al_2013,2,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Mollusca,Polyplacophora,Neoloricata,Ischnochitonidae,,Intertidal,Marine,Marine,NA,ectotherm,Intertidal,0,0
Kallymenia,armoricana,NA,27,LT0,NA,,N,3,30,LT100,NA,NA,3,,NA,48.7262,-3.985322,0,Biebl_1958,1,NA,-2,LT0,,,N,6,NA,-8,LT100,NA,NA,6,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,,Intertidal,Marine,Marine,NA,plant,Intertidal,0,0
Kallymenia,reniformis,NA,27,LT0,NA,,N,3,30,LT100,NA,NA,3,,NA,48.7262,-3.985322,0,Biebl_1958,1,NA,-2,LT0,,,N,6,NA,-8,LT100,NA,NA,6,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,,Intertidal,Marine,Marine,NA,plant,Intertidal,0,0
Kerguelenella,lateralis,20,31.8,LT50,NA,,N,NA,NA,,NA,NA,NA,10,NA,-54.18,-37,0,Davenport_1997,1,20,-17.8,LT50,,,N,NA,NA,NA,,NA,NA,NA,10,NA,-54.18,-37,0,Davenport_1997,1,Mollusca,Gastropoda,Panpulmonata,Siphonariidae,,Intertidal,Marine,Marine,4,ectotherm,Intertidal,0,0
Kuhlia,sandvicensis,NA,34,LT50,NA,,N,NA,NA,,NA,NA,NA,23,NA,20,-156.4,0,Tester_&_Takata_1953_in_Brett_1970,1,NA,14.1,LT50,,,N,NA,NA,NA,,NA,NA,NA,23,NA,20,-156.4,0,Tester_&_Takata_1953_in_Brett_1970,1,Chordata,Actinopteri,Perciformes,Kuhliidae,,Marine,Marine,Marine,25,ectotherm,Marine,0,0
Laminaria,abyssalis,5,24,LT0,NA,,N,1,25,LT100,NA,NA,1,,NA,-33.988622,18.346018,0,Tom_Dieck_Bartsch_&_Oliveira_1993,1,5,5,LT0,,,Y,5,NA,0,LT100,NA,NA,5,,NA,-33.988622,18.346018,0,Tom_Dieck_Bartsch_&_Oliveira_1993,1,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,,Marine,Marine,Marine,NA,plant,Marine,0,0
Laminaria,digitata,9,19,LT0,NA,,N,1,21,LT100,NA,NA,1,,NA,54.19261,7.86732,0,L<9f>ning_1980,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,,Intertidal,Marine,Marine,NA,plant,Intertidal,0,0
Laminaria,hyperborea,10,19,LT0,NA,,N,1,21,LT100,NA,NA,1,,NA,54.19261,7.86732,0,L<9f>ning_1980,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,,Marine,Marine,Marine,NA,plant,Marine,0,0
Laminaria,latissima,9,21,LT0,NA,,N,1,22,LT100,NA,NA,1,,NA,54.19261,7.86732,0,L<9f>ning_1980,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,,Intertidal,Marine,Marine,NA,plant,Intertidal,0,0
Laminaria,longicruris,NA,23,LT0,NA,,Y,1,24,LT100,NA,NA,NA,,NA,69.189095,-113.83415,0,Bolton_&_L<9f>ning_1982,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,,Marine,Marine,Marine,NA,plant,Marine,0,0
Laminaria,ochroleuca,5,23.4,LT0,NA,,N,1,24.4,LT100,NA,NA,1,,NA,48.73287,-3.9837920000000002,0,Tom_Dieck_Bartsch_1992,1,5,5,LT0,,,N,5,NA,0,LT100,NA,NA,5,,NA,48.73287,-3.9837920000000002,0,Tom_Dieck_Bartsch_1992,1,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,,Marine,Marine,Marine,NA,plant,Marine,0,0
Laminaria,pallida,5,22,LT0,NA,,N,1,23,LT100,NA,NA,1,,NA,-33.988622,18.346018,0,Tom_Dieck_Bartsch_&_Oliveira_1993,1,5,0,ctmin,,,N,5,NA,NA,,NA,NA,NA,,NA,-33.988622,18.346018,0,Tom_Dieck_Bartsch_&_Oliveira_1993,1,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,,Marine,Marine,Marine,NA,plant,Marine,0,0
Laminaria,setchellii,5,18.4,LT0,NA,,N,1,19.4,LT100,NA,NA,1,,NA,49.087512,-126.314624,0,Tom_Dieck_Bartsch_1992,1,5,0,ctmin,,,N,5,NA,NA,,NA,NA,NA,,NA,49.087512,-126.314624,0,Tom_Dieck_Bartsch_1992,1,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,,Marine,Marine,Marine,NA,plant,Marine,0,0
Laminaria,sinclairii,NA,20,LT0,NA,,N,3,23,LT100,NA,NA,3,,NA,48.536683,-123.015409,0,L<9f>ning_&_Freshwater_1988,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,,Intertidal,Marine,Marine,NA,plant,Intertidal,0,0
Laminaria,solidungula,5,16,LT0,NA,,N,1,17,LT100,NA,NA,1,,NA,69.375966,-81.894499,0,Tom_Dieck_Bartsch_1992,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,,Marine,Marine,Marine,NA,plant,Marine,0,0
Laminariocolax,macrocystis,2,27.1,LT0,NA,,N,1,NA,,NA,NA,1,20,NA,-39.818013,-73.22938,0,Peters_&_Breeman_1993,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,,Marine,Marine,Marine,NA,plant,Marine,0,0
Laternula,elliptica,22,5,ctmax,NA,,N,NA,NA,,NA,NA,NA,,1.7e-4,-67.5,-68,0,Peck_et_al_2004,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Mollusca,Bivalvia,Pholadomyoida,Laternulidae,,Marine,Marine,Marine,NA,ectotherm,Marine,0,0
Laurencia,intricata,NA,35,LT0,NA,,N,5,40,LT100,NA,NA,5,,NA,17.953043,-67.154763,0,Biebl_1962,1,NA,5,LT0,,,N,2,NA,3,LT100,NA,NA,2,,NA,17.953043,-67.154763,0,Biebl_1962,1,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Intertidal,Marine,Marine,NA,plant,Intertidal,0,0
Laurencia,obtusa,NA,35,LT0,NA,,N,5,40,LT100,NA,NA,5,,NA,17.953043,-67.154763,0,Biebl_1962,1,NA,14,LT0,,,N,3,NA,8,LT100,NA,NA,3,,NA,17.953043,-67.154763,0,Biebl_1962,1,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Intertidal,Marine,Marine,NA,plant,Intertidal,0,0
Lessonia,nigrescens,2,24.5,LT0,NA,,N,1,NA,,NA,NA,1,20,NA,-39.428835,-73.216691,0,Peters_&_Breeman_1993,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Laminariales,Lessoniaceae,,Intertidal,Marine,Marine,NA,plant,Intertidal,0,0
Lessonia,trabeculata,2,26.1,LT0,NA,,N,1,NA,,NA,NA,1,20,NA,-15.382521,-75.169291,0,Peters_&_Breeman_1993,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Laminariales,Lessoniaceae,,Marine,Marine,Marine,NA,plant,Marine,0,0
Lessonia,vadosa,2,20.7,LT0,NA,,N,1,NA,,NA,NA,1,15,NA,-54.975541,-66.745633,0,Peters_&_Breeman_1993,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Laminariales,Lessoniaceae,,Marine,Marine,Marine,NA,plant,Marine,0,0
Limatula,hodgsoni,NA,12.7,ctmax,NA,,N,NA,NA,,NA,NA,NA,26,6.9e-4,-77.85,166.67,0,Morley_et_al_2016,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Mollusca,Bivalvia,Limoida,Limidae,,Marine,Marine,Marine,NA,ectotherm,Marine,0,0
Limopsis,marionensis,5,4,LT50,NA,,N,NA,NA,,NA,NA,NA,,NA,-75,-51,0,Portner_et_al_1999,1,5,-1.5,ctmin,,,N,NA,NA,NA,,NA,NA,NA,,NA,-75,-51,0,Portner_et_al_1999,1,Mollusca,Bivalvia,Arcoida,Limopsidae,,Marine,Marine,Marine,NA,ectotherm,Marine,0,0
Liocarcinus,marmoreus,20,32.2,ctmax,0.4,SD,N,NA,NA,,NA,NA,NA,24,0.017,38,-9,0,Madeira_et_al_2012,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Arthropoda,Malacostraca,Decapoda,Polybiidae,,Marine,Marine,Marine,NA,ectotherm,Marine,0,0
Liothyrella,neozelanica,NA,29.4,ctmax,NA,,N,NA,NA,,NA,NA,NA,26,0.017,-45.4,167.1,0,Morley_et_al_2016,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Brachiopoda,Rhynchonellata,Terebratulida,Terebratulidae,,Marine,Marine,Marine,NA,ectotherm,Marine,0,0
Liothyrella,uva,10,4.5,LT50,NA,,N,NA,NA,,NA,NA,NA,,NA,-60.9,-45.6,0,Peck_1989,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Brachiopoda,Rhynchonellata,Terebratulida,Terebratulidae,,Marine,Marine,Marine,NA,ectotherm,Marine,0,0
Lipophrys,trigloides,9,33.8,ctmax,NA,,N,NA,NA,,NA,NA,NA,24,0.017,38,-9,0,Madeira_et_al_2012,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Actinopteri,Perciformes,Blenniidae,,Marine,Marine,Marine,NA,ectotherm,Marine,0,0
Littorina,fabalis,20,29.9,LT50,NA,,N,NA,NA,,NA,NA,NA,,NA,55.75,-4.9,3.063,Davenport_&_Davenport_2005,1,20,-13.3,LT50,,,N,NA,NA,NA,,NA,NA,NA,,NA,55.75,-4.9,3.063,Davenport_&_Davenport_2005,1,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,,Intertidal,Marine,Marine,NA,ectotherm,Intertidal,0,0
Littorina,littorea,20,35.3,LT50,NA,,N,NA,NA,,NA,NA,NA,,NA,55.75,-4.9,3.073,Davenport_&_Davenport_2005,1,20,-13,LT50,,,N,NA,NA,NA,,NA,NA,NA,,NA,55.75,-4.9,3.073,Davenport_&_Davenport_2005,1,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,,Intertidal,Marine,Marine,NA,ectotherm,Intertidal,0,0
Littorina,obtusata,20,29.6,LT50,NA,,N,NA,NA,,NA,NA,NA,,NA,55.75,-4.9,3.077,Davenport_&_Davenport_2005,1,20,-13,LT50,,,N,NA,NA,NA,,NA,NA,NA,,NA,55.75,-4.9,3.077,Davenport_&_Davenport_2005,1,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,,Intertidal,Marine,Marine,NA,ectotherm,Intertidal,0,0
Littorina,saxatilis,20,35,LT50,NA,,N,NA,NA,,NA,NA,NA,,NA,55.75,-4.9,3.407,Davenport_&_Davenport_2005,1,20,-16.4,LT50,,,N,NA,NA,NA,,NA,NA,NA,,NA,55.75,-4.9,3.407,Davenport_&_Davenport_2005,1,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,,Intertidal,Marine,Marine,NA,ectotherm,Intertidal,0,0
Liza,ramada,23,38,ctmax,0,SD,N,NA,NA,,NA,NA,NA,24,0.017,38,-9,0,Madeira_et_al_2012,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Actinopteri,Mugiliformes,Mugilidae,,Marine,Marine,Marine,NA,ectotherm,Marine,0,0
Lomentaria,articulata,NA,27,LT0,NA,,N,1,NA,,NA,NA,1,15,NA,48.730579,-3.979547,0,Yarish_et_al_1987,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Rhodymeniales,Lomentariaceae,,Intertidal,Marine,Marine,NA,plant,Intertidal,0,0
Lomentaria,baileyana,NA,33,LT0,NA,,N,1,NA,,NA,NA,1,20,NA,41.305459,-72.077593,0,Yarish_et_al_1987,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Rhodymeniales,Lomentariaceae,,Intertidal,Marine,Marine,NA,plant,Intertidal,0,0
Lomentaria,orcadensis,NA,27,LT0,NA,,N,1,NA,,NA,NA,1,15,NA,53.153818,-9.26678,0,Yarish_et_al_1987,1,NA,5,LT0,,,Y,5,NA,0,LT100,NA,NA,5,15,NA,53.153818,-9.26678,0,Yarish_et_al_1986,1,Rhodophyta,Florideophyceae,Rhodymeniales,Lomentariaceae,,Intertidal,Marine,Marine,9,plant,Intertidal,0,0
Lutjanus,apodus,8,40,LT100,NA,,N,NA,NA,,NA,NA,NA,,NA,9.5,-78,0,Scholander_et_al_1953,2,8,10,LT100,,,N,NA,NA,NA,,NA,NA,NA,,NA,9.5,-78,0,Scholander_et_al_1953,2,Chordata,Actinopteri,Perciformes,Lutjanidae,,Marine,Marine,Marine,NA,ectotherm,Marine,0,0
Lutjanus,guttatus,NA,37.4,ctmax,NA,,N,NA,NA,,NA,NA,NA,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2001,1,NA,12,ctmin,,,N,NA,NA,NA,,NA,NA,NA,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2002,1,Chordata,Actinopteri,Perciformes,Lutjanidae,,Marine,Marine,Marine,29,ectotherm,Marine,0,0
Macoma,balthica,8,30.97,LT50,0.14,SE,N,NA,NA,,NA,NA,NA,10,NA,53,5,0,Compton_et_al2007,1,4,-7.01,LT50,0.61,SE,N,NA,NA,NA,,NA,NA,NA,5,NA,53,5,0,Compton_et_al2007,1,Mollusca,Bivalvia,Veneroida,Tellinidae,,Intertidal,Marine,Marine,38,ectotherm,Intertidal,0,0
Macrocystis,integrifolia,NA,23,LT0,NA,,N,2,25,LT100,NA,NA,2,,NA,48.536683,-123.015409,0,L<9f>ning_&_Freshwater_1988,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,,Intertidal,Marine,Marine,NA,plant,Intertidal,0,0
Macrocystis,pyrifera,1,24.8,LT0,NA,,N,1,NA,,NA,NA,1,,NA,-39.86119,-73.414287,0,Peters_&_Breeman_1993,1,NA,-5.6,LT50,1.1,SE,N,NA,NA,NA,,NA,NA,NA,,NA,-45.95,170.333333,0,Frazer_et_al_1988,1,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,,Marine,Marine,Marine,NA,plant,Marine,0,0
Malacoctenus,zonifer,NA,38.2,ctmax,NA,,N,NA,NA,,NA,NA,NA,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2001,1,NA,12.5,ctmin,,,N,NA,NA,NA,,NA,NA,NA,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2002,1,Chordata,Actinopteri,Perciformes,Labrisomidae,,Marine,Marine,Marine,29,ectotherm,Marine,0,0
Margarites,refulgens,3,19,LT100,NA,,N,NA,NA,,NA,NA,NA,,0.07,-77.8,166.67,0,Bates_et_al_2010,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Mollusca,Gastropoda,Trochoidea,Trochidae,,Marine,Marine,Marine,NA,ectotherm,Marine,0,0
Mastocarpus,papillatus,NA,25,LT0,NA,,N,3,28,LT100,NA,NA,3,,NA,48.536683,-123.015409,0,L<9f>ning_&_Freshwater_1988,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,,Intertidal,Marine,Marine,NA,plant,Intertidal,0,0
Membranoptera,alata,NA,27,LT0,NA,,N,3,30,LT100,NA,NA,3,,NA,48.7262,-3.985322,0,Biebl_1958,1,NA,-2,LT0,,,N,6,NA,-8,LT100,NA,NA,6,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Intertidal,Marine,Marine,NA,plant,Intertidal,0,0
Menidia,beryllina,NA,29.24,ctmax,NA,,,NA,NA,,NA,NA,NA,10,1,34.2,-96.6,200,Lutterschmidt_&_Hutchison_1997,2,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,,Marine,Marine,Marine,NA,ectotherm,Marine,0,0
Menidia,menidia,NA,32.5,LT50,NA,,N,NA,NA,`,NA,NA,NA,,NA,40,-74,0,Hoff&Westman1966_in_Brett_1970,1,NA,1.5,LT50,,,N,NA,NA,NA,,NA,NA,NA,,NA,40,-74,0,Hoff&Westman1966_in_Brett_1970,1,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,,Marine,Marine,Marine,NA,ectotherm,Marine,0,0
Menippe,nodifrons,6,39,ctmax,0.6,SD,N,NA,NA,,NA,NA,NA,F,1,-23.8,-45.4,0,Vinagre_et_al_2015,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Arthropoda,Malacostraca,Decapoda,Eriphiidae,,Intertidal,Marine,Marine,NA,ectotherm,Intertidal,0,0
Meredithia,microphylla,NA,27,LT0,NA,,N,3,35,LT100,NA,NA,5,,NA,48.7262,-3.985322,0,Biebl_1958,1,NA,-2,LT0,,,N,6,NA,-8,LT100,NA,NA,6,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,,Intertidal,Marine,Marine,NA,plant,Intertidal,0,0
Meristotheca,gelidium,NA,32,LT0,NA,,N,3,35,LT100,NA,NA,3,,NA,17.953043,-67.154763,0,Biebl_1962,1,NA,14,LT0,,,N,3,NA,11,LT100,NA,NA,3,,NA,17.953043,-67.154763,0,Biebl_1962,1,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,,Marine,Marine,Marine,NA,plant,Marine,0,0
Metacarcinus,magister,62,33.5,LT50,NA,,N,NA,NA,,NA,NA,NA,17.5,0.5,48.68,-122.5,0,Prentice_&_Schneider_1979,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Arthropoda,Malacostraca,Decapoda,Cancridae,,Marine,Marine,Marine,NA,ectotherm,Marine,0,0
Monostroma,undulatum,5,24,LT0,NA,,Y,NA,NA,,NA,NA,NA,,NA,43.992809,-69.240905,0,Guo_&_Mathieson_1992,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chlorophyta,Ulvophyceae,Ulvales,Monostromataceae,,Marine,Marine,Marine,NA,plant,Marine,0,0
Mugil,curema,NA,40.8,ctmax,NA,,N,NA,NA,,NA,NA,NA,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2001,1,NA,10.8,ctmin,,,N,NA,NA,NA,,NA,NA,NA,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2002,1,Chordata,Actinopteri,Mugiliformes,Mugilidae,,Marine,Marine,Marine,29,ectotherm,Marine,0,0
