"range","sensitivity_type","genus_species","source","realm","dormancy","filling_type","filling_value","lat_mp","range_area_km2","edge_type","type","Realm","data_gatherer","Genus","Species","Family","Kingdom","Phylum","Class","Order","maximum_body_size_SVL_HBL_cm_","Source_for_maximum_body_size","notes_on_body_size_e_g_type_of_metric_","Trophic_position","Source_logic_for_trophic_position","migratory_","source_logic_for_migration_info","dispersal_distance_category","logic_source_for_dispersal_distance","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering_","logic_source_for_dispersal_type","cold_season_dormancy_","source_logic_for_cold_season_dormancy","notes_for_cold_season_dormancy","hot_season_dormancy_","source_logic_for_hot_season_dormancy","notes_for_hot_season_dormancy","highland_specialist","source_logic_for_highland_specialist","Pelagic_habitat_for_marine_species_","source_logic_for_pelagic_habitat","limit_type","habitat_data_gatherer","coastal_or_oceanic","notes_logic","coastal_or_oceanic_source","upper_depth_limit","lower_depth_limit","usual_range","depth_distribution_source","upper_elevation_limit_meters","lower_elevation_limit_meters","elevational_range_source","Pelagic_habitat_.for_marine_species.","notes","metric"
"Petrolisthes_hirtipes_GBIF","elev_x_dormancy","Petrolisthes_hirtipes","GBIF","Intertidal",NA,"warm_under",-4.8894233703613,27.0952876846382,67852,"warm","min","Intertidal","Jenn","Petrolisthes","hirtipes","Porcellanidae","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,"omnivore","filter feeding - Gabaldon (1979) Crustaceana 36(1): 110-112","Non-migratory","taxa","100+","PLD in genus thought to be months - Toonen, R. J., & Grosberg, R. K. (2011). Causes of chaos: spatial and temporal genetic heterogeneity in the intertidal anomuran crab Petrolisthes cinctipes. Phylogeography and population genetics in crustacea, 2011, 75-107.","pelagic development and crawling adults","pelagic planktotrophic development in genus - Toonen, R. J., & Grosberg, R. K. (2011). Causes of chaos: spatial and temporal genetic heterogeneity in the intertidal anomuran crab Petrolisthes cinctipes. Phylogeography and population genetics in crustacea, 2011, 75-107.","No","no info - based on taxa",NA,"No","no info - based on taxa",NA,"non-highland specialist","intertidal","demersal",NA,"max, min",NA,NA,"intertidal",NA,NA,NA,NA,NA,NA,NA,NA,"demersal",NA,"ct"
"Petrolisthes_hirtipes_GBIF","Te_best","Petrolisthes_hirtipes","GBIF","intertidal",NA,"warm_under",-4.8894233703613,NA,NA,"warm","min","Intertidal","Jenn","Petrolisthes","hirtipes","Porcellanidae","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,"omnivore","filter feeding - Gabaldon (1979) Crustaceana 36(1): 110-112","Non-migratory","taxa","100+","PLD in genus thought to be months - Toonen, R. J., & Grosberg, R. K. (2011). Causes of chaos: spatial and temporal genetic heterogeneity in the intertidal anomuran crab Petrolisthes cinctipes. Phylogeography and population genetics in crustacea, 2011, 75-107.","pelagic development and crawling adults","pelagic planktotrophic development in genus - Toonen, R. J., & Grosberg, R. K. (2011). Causes of chaos: spatial and temporal genetic heterogeneity in the intertidal anomuran crab Petrolisthes cinctipes. Phylogeography and population genetics in crustacea, 2011, 75-107.","No","no info - based on taxa",NA,"No","no info - based on taxa",NA,"non-highland specialist","intertidal","demersal",NA,"max, min",NA,NA,"intertidal",NA,NA,NA,NA,NA,NA,NA,NA,"demersal",NA,"ct"
"Philodromus_aureolus_GBIF","elev_x_dormancy","Philodromus_aureolus","GBIF","Terrestrial",NA,"cold_under",-2.81235885620113,55.7352148693996,2432361,"cold","min","Terrestrial","Susana","Philodromus","aureolus","Philodromidae","Animalia","Arthropoda","Arachnida","Araneae",0.85,"Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)","Body size is length in mm","carnivore","Michalko and Pekar (2015) Biological Control 82: 13-20","N","spider","1-10","Blandenier, G. (2009). Ballooning of spiders (Araneae) in Switzerland: general results from an eleven-year survey. Arachnology, 14(7), 308-316. - ballooning, majority only a few hundred metres but some multiple km","walking","spider","Yes","Blandenier, G., Bruggisser, O. T., Rohr, R. P., & Bersier, L. F. (2013). Are phenological patterns of ballooning spiders linked to habitat characteristics?. The Journal of Arachnology, 41(2), 126-132.","not reproducing in winter, therefore hibernate","No","no info - based on climate",NA,"N","Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LT50"
"Philodromus_aureolus_GBIF","Te_best","Philodromus_aureolus","GBIF","terrestrial",NA,"cold_under",-1.8318719863892,NA,NA,"cold","min","Terrestrial","Susana","Philodromus","aureolus","Philodromidae","Animalia","Arthropoda","Arachnida","Araneae",0.85,"Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)","Body size is length in mm","carnivore","Michalko and Pekar (2015) Biological Control 82: 13-20","N","spider","1-10","Blandenier, G. (2009). Ballooning of spiders (Araneae) in Switzerland: general results from an eleven-year survey. Arachnology, 14(7), 308-316. - ballooning, majority only a few hundred metres but some multiple km","walking","spider","Yes","Blandenier, G., Bruggisser, O. T., Rohr, R. P., & Bersier, L. F. (2013). Are phenological patterns of ballooning spiders linked to habitat characteristics?. The Journal of Arachnology, 41(2), 126-132.","not reproducing in winter, therefore hibernate","No","no info - based on climate",NA,"N","Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LT50"
"Philodromus_aureolus_GBIF","elev_x_dormancy","Philodromus_aureolus","GBIF","Terrestrial",NA,"warm_under",-16.9795417785644,55.7352148693996,2432361,"warm","min","Terrestrial","Susana","Philodromus","aureolus","Philodromidae","Animalia","Arthropoda","Arachnida","Araneae",0.85,"Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)","Body size is length in mm","carnivore","Michalko and Pekar (2015) Biological Control 82: 13-20","N","spider","1-10","Blandenier, G. (2009). Ballooning of spiders (Araneae) in Switzerland: general results from an eleven-year survey. Arachnology, 14(7), 308-316. - ballooning, majority only a few hundred metres but some multiple km","walking","spider","Yes","Blandenier, G., Bruggisser, O. T., Rohr, R. P., & Bersier, L. F. (2013). Are phenological patterns of ballooning spiders linked to habitat characteristics?. The Journal of Arachnology, 41(2), 126-132.","not reproducing in winter, therefore hibernate","No","no info - based on climate",NA,"N","Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LT50"
"Philodromus_aureolus_GBIF","Te_best","Philodromus_aureolus","GBIF","terrestrial",NA,"warm_under",-9.540283203125,NA,NA,"warm","min","Terrestrial","Susana","Philodromus","aureolus","Philodromidae","Animalia","Arthropoda","Arachnida","Araneae",0.85,"Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)","Body size is length in mm","carnivore","Michalko and Pekar (2015) Biological Control 82: 13-20","N","spider","1-10","Blandenier, G. (2009). Ballooning of spiders (Araneae) in Switzerland: general results from an eleven-year survey. Arachnology, 14(7), 308-316. - ballooning, majority only a few hundred metres but some multiple km","walking","spider","Yes","Blandenier, G., Bruggisser, O. T., Rohr, R. P., & Bersier, L. F. (2013). Are phenological patterns of ballooning spiders linked to habitat characteristics?. The Journal of Arachnology, 41(2), 126-132.","not reproducing in winter, therefore hibernate","No","no info - based on climate",NA,"N","Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LT50"
"Phrynosoma_cornutum_IUCN","elev_x_dormancy","Phrynosoma_cornutum","IUCN","Terrestrial",NA,"cold_over",3.84141635894775,31.469849648,1801830,"cold","min","Terrestrial","Ignacio","Phrynosoma","cornutum","Phrynosomatidae","Animalia","Chordata","Reptilia","Squamata",13,"Meiri 2008","max adult SVL","insectivore","Pianka and Parker, 1975","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Wall, A. E. (2014). Home range and genetics of Texas horned lizards (Phrynosoma cornutum) in two small towns in south Texas (Doctoral dissertation, Texas Christian University).","waling","Squamate walking tetrapod","Yes","Fair, W. S., & Henke, S. E. (1999). Movements, home ranges, and survival of Texas horned lizards (Phrynosoma cornutum). Journal of Herpetology, 517-525.","hibernation","No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,1330,106,"Animal Diversity",NA,NA,"ct"
"Phrynosoma_cornutum_IUCN","Te_best","Phrynosoma_cornutum","IUCN","terrestrial",NA,"cold_over",8.23604500293732,NA,NA,"cold","min","Terrestrial","Ignacio","Phrynosoma","cornutum","Phrynosomatidae","Animalia","Chordata","Reptilia","Squamata",13,"Meiri 2008","max adult SVL","insectivore","Pianka and Parker, 1975","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Wall, A. E. (2014). Home range and genetics of Texas horned lizards (Phrynosoma cornutum) in two small towns in south Texas (Doctoral dissertation, Texas Christian University).","waling","Squamate walking tetrapod","Yes","Fair, W. S., & Henke, S. E. (1999). Movements, home ranges, and survival of Texas horned lizards (Phrynosoma cornutum). Journal of Herpetology, 517-525.","hibernation","No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,1330,106,"Animal Diversity",NA,NA,"ct"
"Phrynosoma_cornutum_IUCN","elev_x_dormancy","Phrynosoma_cornutum","IUCN","Terrestrial",NA,"warm_under",-3.2590656280518,31.469849648,1801830,"warm","min","Terrestrial","Ignacio","Phrynosoma","cornutum","Phrynosomatidae","Animalia","Chordata","Reptilia","Squamata",13,"Meiri 2008","max adult SVL","insectivore","Pianka and Parker, 1975","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Wall, A. E. (2014). Home range and genetics of Texas horned lizards (Phrynosoma cornutum) in two small towns in south Texas (Doctoral dissertation, Texas Christian University).","waling","Squamate walking tetrapod","Yes","Fair, W. S., & Henke, S. E. (1999). Movements, home ranges, and survival of Texas horned lizards (Phrynosoma cornutum). Journal of Herpetology, 517-525.","hibernation","No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,1330,106,"Animal Diversity",NA,NA,"ct"
"Phrynosoma_cornutum_IUCN","Te_best","Phrynosoma_cornutum","IUCN","terrestrial",NA,"warm_under",-3.3892440795899,NA,NA,"warm","min","Terrestrial","Ignacio","Phrynosoma","cornutum","Phrynosomatidae","Animalia","Chordata","Reptilia","Squamata",13,"Meiri 2008","max adult SVL","insectivore","Pianka and Parker, 1975","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Wall, A. E. (2014). Home range and genetics of Texas horned lizards (Phrynosoma cornutum) in two small towns in south Texas (Doctoral dissertation, Texas Christian University).","waling","Squamate walking tetrapod","Yes","Fair, W. S., & Henke, S. E. (1999). Movements, home ranges, and survival of Texas horned lizards (Phrynosoma cornutum). Journal of Herpetology, 517-525.","hibernation","No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,1330,106,"Animal Diversity",NA,NA,"ct"
"Phymaturus_antofagastensis_IUCN","elev_x_dormancy","Phymaturus_antofagastensis","IUCN","Terrestrial",NA,"cold_over",9.346152305603,-26.9898155065,671,"cold","min","Terrestrial","Adam A","Phymaturus","antofagastensis","Liolaemidae","Animalia","Chordata","Reptilia","Squamata",10,"Meiri 2008","max adult SVL","herbivore","10.1007/s00442-006-0487-z","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Ibargüengoytía, N., & Boretto, J. (2006). Asynchronous spermatogenesis and biennial female cycle of the viviparous lizard Phymaturus antofagastensis (Liolaemidae): reproductive responses to high altitudes and temperate climate of Catamarca, Argentina. Amphibia-Reptilia, 27(1), 25-36.","long hibernation period","No","no info - based on climate",NA,"highland specialist","IUCN",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,4500,3700,"IUCN",NA,NA,"ct"
"Phymaturus_antofagastensis_IUCN","Te_best","Phymaturus_antofagastensis","IUCN","terrestrial",NA,"cold_over",17.0328974723816,NA,NA,"cold","min","Terrestrial","Adam A","Phymaturus","antofagastensis","Liolaemidae","Animalia","Chordata","Reptilia","Squamata",10,"Meiri 2008","max adult SVL","herbivore","10.1007/s00442-006-0487-z","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Ibargüengoytía, N., & Boretto, J. (2006). Asynchronous spermatogenesis and biennial female cycle of the viviparous lizard Phymaturus antofagastensis (Liolaemidae): reproductive responses to high altitudes and temperate climate of Catamarca, Argentina. Amphibia-Reptilia, 27(1), 25-36.","long hibernation period","No","no info - based on climate",NA,"highland specialist","IUCN",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,4500,3700,"IUCN",NA,NA,"ct"
"Phymaturus_antofagastensis_IUCN","elev_x_dormancy","Phymaturus_antofagastensis","IUCN","Terrestrial",NA,"warm_under",-9.5969676971436,-26.9898155065,671,"warm","min","Terrestrial","Adam A","Phymaturus","antofagastensis","Liolaemidae","Animalia","Chordata","Reptilia","Squamata",10,"Meiri 2008","max adult SVL","herbivore","10.1007/s00442-006-0487-z","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Ibargüengoytía, N., & Boretto, J. (2006). Asynchronous spermatogenesis and biennial female cycle of the viviparous lizard Phymaturus antofagastensis (Liolaemidae): reproductive responses to high altitudes and temperate climate of Catamarca, Argentina. Amphibia-Reptilia, 27(1), 25-36.","long hibernation period","No","no info - based on climate",NA,"highland specialist","IUCN",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,4500,3700,"IUCN",NA,NA,"ct"
"Phymaturus_antofagastensis_IUCN","Te_best","Phymaturus_antofagastensis","IUCN","terrestrial",NA,"warm_under",-12.8284530639649,NA,NA,"warm","min","Terrestrial","Adam A","Phymaturus","antofagastensis","Liolaemidae","Animalia","Chordata","Reptilia","Squamata",10,"Meiri 2008","max adult SVL","herbivore","10.1007/s00442-006-0487-z","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Ibargüengoytía, N., & Boretto, J. (2006). Asynchronous spermatogenesis and biennial female cycle of the viviparous lizard Phymaturus antofagastensis (Liolaemidae): reproductive responses to high altitudes and temperate climate of Catamarca, Argentina. Amphibia-Reptilia, 27(1), 25-36.","long hibernation period","No","no info - based on climate",NA,"highland specialist","IUCN",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,4500,3700,"IUCN",NA,NA,"ct"
"Phymaturus_dorsimaculatus_IUCN","elev_x_dormancy","Phymaturus_dorsimaculatus","IUCN","Terrestrial",NA,"cold_over",4.11568260192874,-37.8226289335,1275,"cold","min","Terrestrial","Adam A","Phymaturus","dorsimaculatus","Liolaemidae","Animalia","Chordata","Reptilia","Squamata",9.26,"Lobo, F. and S. Quinteros 2005. A MORPHOLOGY-BASED PHYLOGENY OF PHYMATURUS (IGUANIA: LIOLAEMIDAE) WITH THE DESCRIPTION OF FOUR NEW SPECIES FROM ARGENTINA. Papí©is Avulsos de Zoologia (Sí£o Paulo) 45(13):143-177","female SVL","herbivore","guess based on others in genus","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Valdecantos, S., Lobo, F., Perotti, M. G., Azócar, D. L. M., & Cruz, F. B. (2019). Sexual size dimorphism, allometry and fecundity in a lineage of South American viviparous lizards (Liolaemidae: Phymaturus). Zoologischer Anzeiger, 279, 152-163.","Phymaturus species inactive during coldest months","No","no info - based on climate",NA,"highland specialist","IUCN",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,2100,1800,"IUCN",NA,NA,"ct"
"Phymaturus_dorsimaculatus_IUCN","Te_best","Phymaturus_dorsimaculatus","IUCN","terrestrial",NA,"cold_over",9.71066141128538,NA,NA,"cold","min","Terrestrial","Adam A","Phymaturus","dorsimaculatus","Liolaemidae","Animalia","Chordata","Reptilia","Squamata",9.26,"Lobo, F. and S. Quinteros 2005. A MORPHOLOGY-BASED PHYLOGENY OF PHYMATURUS (IGUANIA: LIOLAEMIDAE) WITH THE DESCRIPTION OF FOUR NEW SPECIES FROM ARGENTINA. Papí©is Avulsos de Zoologia (Sí£o Paulo) 45(13):143-177","female SVL","herbivore","guess based on others in genus","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Valdecantos, S., Lobo, F., Perotti, M. G., Azócar, D. L. M., & Cruz, F. B. (2019). Sexual size dimorphism, allometry and fecundity in a lineage of South American viviparous lizards (Liolaemidae: Phymaturus). Zoologischer Anzeiger, 279, 152-163.","Phymaturus species inactive during coldest months","No","no info - based on climate",NA,"highland specialist","IUCN",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,2100,1800,"IUCN",NA,NA,"ct"
