Family,species,mean annual temeprature,mean body temperature,mean seasonal temperature,activity period,latitudinal centroid,maximum body mass,mean female mass,hatchling mass,basis of female mass estimate,insular endemic?,Activity time,substrate,diet,reproduction,Red List status,Population trend,mean body temperature,body temperatrue references
Liolaemidae,Liolaemus lavillai,9.5,35.4,12.0,oct_apr,-25.0,0.93,0.71,NA,mean species SVL,no,Diurnal,air,Omnivorous,Viviparous,NE,NE,35.4,Cruz et al. 2011
Liolaemidae,Liolaemus lemniscatus,8.5,34.9,11.7,oct_apr,-36.0,0.74,0.54,-0.52,female SVL,no,Diurnal,air,Carnivorous,Oviparous,DD,NA,34.9,"Fuentes and Jaksic 1979, Carothers et al. 1998, Espinoza et al. 2004, Rodrigues-Serrano et al. 2009, Labra et al. 2008, Medina et al. 2012"
Liolaemidae,Liolaemus leopardinus,1.2,34.3,4.3,oct_apr,-34.0,1.45,1.43,NA,female SVL,no,Diurnal,air,Omnivorous,Viviparous,DD,NA,34.3,"Rodrigues-Serrano et al. 2009, Labra et al. 2008, Carothers et al. 1998, Medina et al. 2012"
Liolaemidae,Liolaemus lineomaculatus,7.9,26.2,12.4,nov_mar,-47.0,1.00,0.72,-0.35,female SVL,no,Diurnal,air,Herbivorous,Viviparous,NE,NE,26.2,Medina et al. 2012
Liolaemidae,Liolaemus lorenzmuelleri,2.6,34.7,4.6,oct_apr,-29.0,1.61,1.22,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,DD,NA,34.7,"Labra et al. 2008, Medina et al. 2012"
Liolaemidae,Liolaemus lutzae,22.9,33.1,22.9,all,-22.8,1.36,0.90,-0.06,female SVL,no,Diurnal,air,Herbivorous,Oviparous,VU,decreasing,33.1,"Labra et al. 2008, Rocha et al. 2009, Espinoza et al. 2004, Medina et al. 2012"
Liolaemidae,Liolaemus magellanicus,5.1,25.2,8.9,nov_mar,-49.0,1.06,0.80,NA,female SVL,no,Diurnal,air,Omnivorous,Viviparous,NE,NE,25.2,"Rodrigues-Serrano et al. 2009, Labra et al. 2008, Espinoza et al. 2004, Pincheira-Donoso, own data, Ibarguengoytia et al. 2010, Medina et al. 2012"
Liolaemidae,Liolaemus melanops,13.6,36.6,17.4,oct_apr,-41.0,1.50,1.02,NA,female SVL,no,Diurnal,air,Omnivorous,Oviparous,NE,NE,36.6,"Espinoza et al. 2004, Medina et al. 2012"
Liolaemidae,Liolaemus monticola,7.2,31.6,10.6,oct_apr,-34.0,1.36,0.98,NA,female SVL,no,Diurnal,air,Omnivorous,Oviparous,NE,NE,31.6,"Fuentes and Jaksic 1979, Carothers et al. 1998, Espinoza et al. 2004, Rodrigues-Serrano et al. 2009, Labra et al. 2008, Medina et al. 2012, "
Liolaemidae,Liolaemus multicolor,7.9,31.6,7.9,all,-23.0,1.28,1.13,NA,female SVL,no,Diurnal,air,Omnivorous,Viviparous,NE,NE,31.6,"Espinoza et al. 2004, Medina et al. 2012"
Liolaemidae,Liolaemus multimaculatus,14.5,32.1,18.0,oct_apr,-38.0,1.08,0.94,-0.15,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,32.1,Labra et al. 2008
Liolaemidae,Liolaemus nigromaculatus,14.9,33.8,16.6,oct_apr,-27.0,1.42,0.77,NA,female SVL,no,Diurnal,air,Herbivorous,Oviparous,LC,unknown,33.8,"Fuentes and Jaksic 1979, Rodrigues-Serrano et al. 2009, Labra et al. 2008, Pincheira-Donoso, own data, Espinoza et al. 2004, Medina et al. 2012"
Liolaemidae,Liolaemus nigroviridis,9.0,34.9,12.4,oct_apr,-29.0,1.35,0.86,NA,female SVL,no,Diurnal,air,Omnivorous,Viviparous,NE,NE,34.9,"Fuentes and Jaksic 1979, Carothers et al. 1998, Espinoza et al. 2004, Rodrigues-Serrano et al. 2009, Labra et al. 2008, Medina et al. 2012 (nogroroseus and nigroviridis), "
Liolaemidae,Liolaemus nitidus,7.2,35.2,10.6,oct_apr,-33.0,1.59,1.26,NA,female SVL,no,Diurnal,air,Herbivorous,Oviparous,DD,NA,35.2,"Fuentes and Jaksic 1979, Carothers et al. 1998, Espinoza et al. 2004, Rodrigues-Serrano et al. 2009, Labra et al. 2008, Medina et al. 2012 "
Liolaemidae,Liolaemus occipitalis,18.2,32.4,19.9,oct_apr,-31.2,1.06,0.67,-0.10,female SVL,no,Diurnal,air,Carnivorous,Oviparous,VU,decreasing,32.4,"Labra et al. 2008, Rocha et al. 2009, Medina et al. 2012"
Liolaemidae,Liolaemus olongasta,11.1,34.4,14.6,oct_apr,-31.0,0.98,0.94,NA,female SVL,no,Diurnal,air,Omnivorous,Oviparous,LC,unknown,34.4,"Labra et al. 2008, Espinoza et al. 2004, Canovas et al. 2006, Medina et al. 2012"
Liolaemidae,Liolaemus orientalis,10.2,35.2,10.2,all,-21.0,1.52,1.35,NA,female SVL,no,Diurnal,air,Herbivorous,Viviparous,NE,NE,35.2,Espinoza et al. 2004
Liolaemidae,Liolaemus ornatus,7.4,31.7,7.4,all,-19.0,1.06,0.81,NA,female SVL,no,Diurnal,air,Omnivorous,Viviparous,NE,NE,31.7,"Espinoza et al. 2004, Rodrigues-Serrano et al. 2009, Labra et al. 2008, Marquez et al. 1989, Medina et al. 2012"
Liolaemidae,Liolaemus pagaburoi,12.1,31.7,14.7,oct_apr,-27.0,0.76,0.62,NA,female SVL,no,Diurnal,air,Omnivorous,Viviparous,NE,NE,31.7,Espinoza et al. 2004
Liolaemidae,Liolaemus petrophilus,10.0,34.4,14.1,oct_apr,-43.0,1.52,1.38,NA,female SVL,no,Diurnal,air,Carnivorous,Viviparous,LC,unknown,34.4,"Espinoza et al. 2004, Medina et al. 2012"
Liolaemidae,Liolaemus pictus,10.1,32.1,12.5,oct_apr,-39.0,1.57,0.85,-0.22,female SVL,no,Diurnal,air,Carnivorous,Viviparous,NE,NE,32.1,"Espinoza et al. 2004, Rodrigues-Serrano et al. 2009, Labra et al. 2008, Medina et al. 2012"
Liolaemidae,Liolaemus platei,10.1,35.7,12.8,oct_apr,-30.0,1.06,0.52,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,unknown,35.7,"Fuentes and Jaksic 1979, Espinoza et al. 2004, Rodrigues-Serrano et al. 2009, Labra et al. 2008, Medina et al. 2012 "
Liolaemidae,Liolaemus pseudoanomalus,16.6,33.7,20.7,oct_apr,-29.0,1.00,0.87,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,33.7,"Labra et al. 2008, Espinoza et al. 2004, Medina et al. 2012"
Liolaemidae,Liolaemus pseudolemniscatus,13.5,34.3,15.6,oct_apr,-31.0,0.65,0.44,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,34.3,"Labra et al. 2008, Medina et al. 2012"
Liolaemidae,Liolaemus puna,8.4,33.3,10.4,oct_apr,-24.0,0.74,0.45,NA,female SVL,no,Diurnal,air,Herbivorous,Viviparous,NE,NE,33.3,"Espinoza et al. 2004, Medina et al. 2012"
Liolaemidae,Liolaemus quilmes,10.7,34.2,13.6,oct_apr,-27.0,1.36,0.75,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,34.2,"Espinoza et al. 2004, Cruz et al. 2011, Medina et al. 2012"
Liolaemidae,Liolaemus ramirezae,9.9,32.2,12.5,oct_apr,-26.0,0.77,0.62,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,32.2,"Espinoza et al. 2004, Medina et al. 2012"
Liolaemidae,Liolaemus robertmertensi,19.1,36.3,23.3,oct_apr,-28.0,0.89,0.57,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,36.3,"Espinoza et al. 2004, Medina et al. 2012"
Liolaemidae,Liolaemus rothi,9.3,36.3,13.6,oct_apr,-42.0,1.57,1.31,-0.25,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,36.3,"Espinoza et al. 2004, Medina et al. 2012"
Liolaemidae,Liolaemus ruibali,5.8,28.7,8.4,oct_apr,-32.0,0.97,0.74,NA,female SVL,no,Diurnal,air,Omnivorous,Viviparous,NE,NE,28.7,"Espinoza et al. 2004, Labra et al. 2008, Medina et al. 2012"
Liolaemidae,Liolaemus salinicola,13.4,36.7,16.9,oct_apr,-28.0,1.16,0.76,-0.15,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,36.7,"Espinoza et al. 2004, Medina et al. 2012"
Liolaemidae,Liolaemus sarmientoi,5.6,26.0,9.3,nov_mar,-52.0,1.49,1.23,NA,female SVL,no,Diurnal,air,Omnivorous,Viviparous,NE,NE,26.0,"Pincheira-Donoso, own data, Ibarguengoytia et al. 2010, Medina et al. 2012"
Liolaemidae,Liolaemus scapularis,11.7,36.2,14.7,oct_apr,-27.0,1.16,0.70,-0.15,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,36.2,"Espinoza et al. 2004, Medina et al. 2012"
Liolaemidae,Liolaemus schroederi,8.4,33.5,12.1,oct_apr,-35.0,0.99,0.77,NA,female SVL,no,Diurnal,air,Carnivorous,Viviparous,NE,NE,33.5,"Fuentes and Jaksic 1979, Rodrigues-Serrano et al. 2009, Espinoza et al. 2004, Labra et al. 2008, Carothers et al. 1998, Medina et al. 2012"
Liolaemidae,Liolaemus signifer,8.4,32.5,8.4,all,-18.0,1.62,1.36,-0.20,female SVL,no,Diurnal,air,Omnivorous,Viviparous,LC,unknown,32.5,"Espinoza et al. 2004, Medina et al. 2012: 33-34"
Liolaemidae,Liolaemus tenuis,8.5,35.9,12.0,oct_apr,-34.0,0.93,0.71,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,35.9,"Carothers et al. 1998, Rodrigues-Serrano et al. 2009, Labra et al. 2008, Medina et al. 2012, Moreno Azocar et al. 2012"
Liolaemidae,Liolaemus umbrifer,8.1,33.1,10.8,oct_apr,-27.0,1.36,1.20,NA,mean species SVL,no,Diurnal,air,Carnivorous,Viviparous,NE,NE,33.1,"Espinoza et al. 2004, Medina et al. 2012"
Liolaemidae,Liolaemus uspallatensis,5.5,35.7,8.6,oct_apr,-33.0,0.94,0.90,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,35.7,"Espinoza et al. 2004, Medina et al. 2012"
Liolaemidae,Liolaemus walkeri,8.6,24.0,8.6,all,-14.0,0.90,0.44,NA,female SVL,no,Diurnal,air,Omnivorous,Viviparous,DD,NA,24.0,"Labra et al. 2008, Medina et al. 2012"
Liolaemidae,Liolaemus wiegmannii,15.9,33.7,19.4,oct_apr,-33.0,0.96,0.64,-0.65,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,33.7,Labra et al. 2008
Liolaemidae,Liolaemus xanthoviridis,12.5,33.9,16.3,oct_apr,-44.0,1.53,1.18,NA,female SVL,no,Diurnal,air,Omnivorous,Oviparous,DD,unknown,33.9,"Espinoza et al. 2004, Medina et al. 2012"
Liolaemidae,Phymaturus antofagastensis,6.4,33.3,8.7,oct_apr,-27.0,1.61,1.44,NA,female SVL,no,Diurnal,air,Herbivorous,Viviparous,NE,NE,33.3,"Cruz et al. 2009, Espinoza et al. 2004"
Liolaemidae,Phymaturus dorsimaculatus,8.2,22.5,11.6,oct_apr,-37.7,1.50,1.50,NA,female SVL,no,Diurnal,air,Herbivorous,Viviparous,NE,NE,22.5,Cruz et al. 2009
Liolaemidae,Phymaturus extrilidus,12.35,33.5,12.4,oct_apr,-30.9,1.66,1.52,NA,mean species SVL,no,Diurnal,air,Herbivorous,Viviparous,NE,NE,33.5,Lobo et al. 2012
Liolaemidae,Phymaturus indistinctus,9.4,32.9,14.5,nov_mar,-46.0,1.61,1.38,NA,mean species SVL,no,Diurnal,air,Omnivorous,Viviparous,NE,NE,32.9,"Cruz et al. 2009, Espinoza et al. 2004"
Liolaemidae,Phymaturus palluma,6.7,33.3,8.3,oct_apr,-35.0,1.75,1.52,0.64,female SVL,no,Diurnal,air,Herbivorous,Viviparous,LC,unknown,33.3,"Cruz et al. 2009, Espinoza et al. 2004"
Liolaemidae,Phymaturus patagonicus,11.0,32.0,14.9,oct_apr,-44.0,1.73,1.50,0.01,female SVL,no,Diurnal,air,Herbivorous,Viviparous,NE,NE,32.0,"Espinoza et al. 2004, Labra et al. 2008, Ibarguengoytia 2005, Cruz et al. 2009"
Liolaemidae,Phymaturus punae,6.6,28.7,9.2,oct_apr,-30.0,1.80,1.50,0.58,female SVL,no,Diurnal,air,Herbivorous,Viviparous,NE,NE,28.7,Ibarguengoytia et al. 2008
Liolaemidae,Phymaturus somuncurensis,10.8,32.8,15.1,oct_apr,-42.0,1.61,1.35,NA,female SVL,no,Diurnal,air,Herbivorous,Viviparous,NE,NE,32.8,Espinoza et al. 2004
Liolaemidae,Phymaturus tenebrosus,7.8,32.0,11.1,oct_apr,-40.9,1.75,1.58,NA,female SVL,no,Diurnal,air,Herbivorous,Viviparous,NE,NE,32.0,"Cruz et al. 2011, Ibarguengoytia et al. 2010, Ibarguengoytia et al. 2008, Cruz et al. 2009"
Liolaemidae,Phymaturus vociferator,6.9,22.5,9.6,oct_apr,-37.0,1.65,1.49,NA,female SVL,no,Diurnal,air,Herbivorous,Viviparous,NE,NE,22.5,"Labra et al. 2008, Ibarguengoytia et al. 2008"
Liolaemidae,Phymaturus zapalensis,8.4,29.7,12.0,oct_apr,-40.0,1.69,1.41,0.53,female SVL,no,Diurnal,air,Omnivorous,Viviparous,NE,NE,29.7,"Espinoza et al. 2004, Ibarguengoytia et al. 2008, Cruz et al. 2009"
Opluridae,Oplurus cuvieri,24.7,36.2,24.7,all,-17.0,2.18,1.86,0.19,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,LC,stable,36.2,"Muchlinski et al. 1995, Randriamahazo and Mori 2001"
Phrynosomatidae,Callisaurus draconoides,18.2,39.3,22.8,mar_sep,33.0,1.60,1.13,0.06,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,39.3,"Soule 1963, Huey and Pianka 2007, Pianka 1986, Degenhardt et al. 1996, Cunningham 1966, Brattstrom 1965"
Phrynosomatidae,Cophosaurus texanus,17.4,36.8,21.4,mar_sep,30.0,1.36,0.82,-0.18,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,36.8,"Degenhardt et al. 1996, Curry-Lindahl 1979, Brattstrom 1965"
Phrynosomatidae,Holbrookia maculata,14.9,36.3,19.9,mar_sep,34.0,1.16,0.79,-0.32,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,36.3,"Degenhardt et al. 1996, Curry-Lindahl 1979, Brattstrom 1965"
Phrynosomatidae,Holbrookia propinqua,21.6,37.9,25.7,mar_sep,28.0,0.94,0.73,-0.07,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,37.9,Judd 1975
Phrynosomatidae,Petrosaurus mearnsi,17.4,36.0,19.5,mar_sep,31.0,1.57,1.18,NA,female SVL,no,Diurnal,air,Omnivorous,Oviparous,LC,stable,36.0,Brattstrom 1965
Phrynosomatidae,Petrosaurus thalassinus,20.9,36.0,24.2,mar_sep,27.0,2.15,1.43,0.06,female SVL,no,Diurnal,air,Omnivorous,Oviparous,LC,stable,36.0,"Soule 1963, Brattstrom 1965"
Phrynosomatidae,Phrynosoma asio,23.1,32.4,23.1,all,16.0,1.75,1.59,0.17,mean species SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,32.4,"Lemos-Espinal et al. 1997, Woolrich-Pina et al. 2012"
Phrynosomatidae,Phrynosoma blainvillii,15.4,34.9,18.0,mar_sep,35.0,1.61,1.17,0.06,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,34.9,"Cowles and Bogert 1944, also cited in Woolrich-Pina et al. 2012"
Phrynosomatidae,Phrynosoma cornutum,16.8,37.1,22.0,mar_sep,31.0,1.80,1.18,-0.32,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,37.1,"Degenhardt et al. 1996, Brattstrom 1965, Woolrich-Pina et al. 2012"
Phrynosomatidae,Phrynosoma coronatum,17.7,35.5,20.7,mar_sep,33.0,1.65,1.29,0.14,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,decreasing,35.5,"Cunningham 1966, Brattstrom 1965, Woolrich-Pina et al. 2012, Lemm 2006"
Phrynosomatidae,Phrynosoma douglassii,6.8,33.8,11.5,mar_sep,44.0,1.76,1.11,-0.17,female SVL,no,Diurnal,air,Carnivorous,Viviparous,LC,stable,33.8,"Degenhardt et al. 1996, Blouin-Demers and Nadeau 2005, Christian 1988, Woolrich-Pina et al. 2012"
Phrynosomatidae,Phrynosoma hernandesi,8.8,33.0,13.9,mar_sep,41.0,1.76,1.44,-0.07,female SVL,no,Diurnal,air,Carnivorous,Viviparous,LC,stable,33.0,Jones and Lovich 2009
Phrynosomatidae,Phrynosoma mcallii,21.3,37.4,25.6,mar_sep,33.0,1.60,1.06,0.10,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NT,decreasing,37.4,"Curry-Lindahl 1979, Brattstrom 1965, Woolrich-Pina et al. 2012, Brattstrom 1965, Lemm 2006"
Phrynosomatidae,Phrynosoma modestum,16.4,28.7,20.4,mar_sep,30.0,1.10,0.87,-0.43,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,28.7,"Degenhardt et al. 1996, Lemos-Espinal et al. 1997, Woolrich-Pina et al. 2012 "
Phrynosomatidae,Phrynosoma orbiculare,15.8,37.9,18.3,mar_sep,24.0,1.46,1.18,NA,female SVL,no,Diurnal,air,Carnivorous,Viviparous,LC,stable,37.9,"Lemos-Espinal et al. 1997, Woolrich-Pina et al. 2012"
Phrynosomatidae,Phrynosoma platyrhinos,12.5,35.5,18.4,mar_sep,38.0,1.44,1.24,-0.11,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,35.5,"Pianka 1986, Brattstrom 1965, Woolrich-Pina et al. 2012"
Phrynosomatidae,Phrynosoma solare,19.8,34.7,24.9,mar_sep,29.0,1.68,1.45,0.12,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,34.7,Degenhardt et al. 1996
Phrynosomatidae,Sceloporus aeneus,15.8,31.4,15.8,all,20.0,0.91,0.61,-0.21,female SVL,no,Diurnal,air,Omnivorous,Oviparous,LC,stable,31.4,"Andrews 1998, Andrews et al. 1999, Lemos-Espinal et al. 2002, Dixon and Lemos-Espinal 2010, Woolrich-Pina et al. 2012"
Phrynosomatidae,Sceloporus arenicolus,16.6,33.4,21.3,mar_sep,33.0,1.08,0.78,-0.24,female SVL,no,Diurnal,air,Carnivorous,Oviparous,VU,decreasing,33.4,Degenhardt et al. 1996
Phrynosomatidae,Sceloporus bicanthalis,14.0,29.7,14.0,all,19.0,0.94,0.71,NA,female SVL,no,Diurnal,air,Carnivorous,Viviparous,LC,stable,29.7,"Andrews 1998, Andrews et al. 1999, Woolrich-Pina et al. 2012, "
Phrynosomatidae,Sceloporus clarkii,18.7,34.0,22.9,mar_sep,29.0,1.92,1.41,0.12,female SVL,no,Diurnal,air,Omnivorous,Oviparous,LC,stable,34.0,Jones and Lovich 2009
Phrynosomatidae,Sceloporus consobrinus,17.7,34.9,21.7,mar_sep,30.0,1.20,0.99,-0.26,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,34.9,"Bogert 1949, Woolrich-Pina et al. 2012"
Phrynosomatidae,Sceloporus gadoviae,22.3,33.3,22.3,all,18.0,1.18,0.74,-0.16,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,33.3,"Lemos-Espinal et al. 1997, Woolrich-Pina et al. 2012"
Phrynosomatidae,Sceloporus graciosus,8.3,34.2,13.4,mar_sep,41.0,1.36,0.80,-0.11,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,34.2,"Jones and Lovich 2009, Andrews 1998, Cunningham 1966, Degenhardt et al. 1996, Brattstrom 1965, Lemos-Espinal et al. 1997"
Phrynosomatidae,Sceloporus grammicus,18.1,32.4,21.7,mar_sep,24.0,1.25,0.69,-0.32,female SVL,no,Diurnal,air,Carnivorous,Viviparous,LC,stable,32.4,"Andrews 1998, van Berkum 1988, Dixon and Lemos-Espinal 2010, Lemos-Espinal et al. 1997, Woolrich-Pina et al. 2012 (citing Bogert 1949), Lemos-Espinal and Ballinger 1995 "
Phrynosomatidae,Sceloporus grandaevus,23.3,35.7,25.5,mar_sep,24.0,1.25,1.05,NA,mean species SVL,yes,Diurnal,air,Omnivorous,Oviparous,LC,stable,35.7,"Curry-Lindahl 1979, Soule 1963, Brattstrom 1965"
Phrynosomatidae,Sceloporus horridus,22.1,36.6,22.1,all,22.0,1.69,1.27,-0.21,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,36.6,"Lemos-Espinal et al. 2001, Lemos-Espinal et al. 1997, Woolrich-Pina et al. 2012"
Phrynosomatidae,Sceloporus jarrovii,17.0,32.4,19.8,mar_sep,27.0,1.57,1.14,0.04,female SVL,no,Diurnal,air,Carnivorous,Viviparous,LC,stable,32.4,"Degenhardt et al. 1996, Sinervo et al. 2010 (own data), Brattstrom 1965, Lemos-Espinal et al. 1997, Woolrich-Pina et al. 2012, Lemos-Espinal et al. 1997"
Phrynosomatidae,Sceloporus magister,16.2,34.8,21.7,mar_sep,33.0,1.91,1.40,0.28,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,34.8,"Jones and Lovich 2009, Huey and Pianka 2007, Andrews 1998, Pianka 1986, Degenhardt et al. 1996, Brattstrom 1965, Lemos-Espinal et al. 1997"
Phrynosomatidae,Sceloporus malachiticus,22.5,31.0,22.5,all,14.0,1.48,1.09,0.06,female SVL,no,Diurnal,air,Carnivorous,Viviparous,NE,NE,31.0,"Andrews 1998, van Berkum 1988, Savage 2002, Brattstrom 1965, Lemos-Espinal et al. 1997"
Phrynosomatidae,Sceloporus merriami,18.7,34.6,22.9,mar_sep,29.0,1.02,0.64,-0.26,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,34.6,"Andrews 1998, Brattstrom 1965, Lemos-Espinal et al. 1997, Woolrich-Pina et al. 2012"
Phrynosomatidae,Sceloporus mucronatus,15.9,30.3,15.9,all,19.0,1.65,1.27,-0.11,female SVL,no,Diurnal,air,Omnivorous,Viviparous,LC,stable,30.3,"Sinervo et al. 2010 (own data), Lemos-Espinal et al. 1997, Woolrich-Pina et al. 2012"
Phrynosomatidae,Sceloporus occidentalis,10.2,33.2,14.8,mar_sep,40.0,1.46,1.13,-0.02,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,33.2,"Andrews 1998, Cunningham 1966, Vitt 1974, Brattstrom 1965, Lemos-Espinal et al. 1997"
Phrynosomatidae,Sceloporus ochoterenae,21.6,33.9,21.6,all,18.0,0.94,0.58,-0.26,female SVL,no,Diurnal,air,NA,Oviparous,LC,stable,33.9,"Lemos-Espinal et al. 1997, Woolrich-Pina et al. 2012"
Phrynosomatidae,Sceloporus olivaceus,19.9,33.8,24.5,mar_sep,29.0,1.75,1.39,-0.16,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,33.8,"Andrews 1998, Brattstrom 1965"
Phrynosomatidae,Sceloporus orcutti,19.2,31.4,21.8,mar_sep,30.0,1.68,1.39,0.21,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,31.4,"Andrews 1998, Muchlinski et al. 1995, Soule 1963, Cunningham 1966, Brattstrom 1965"
Phrynosomatidae,Sceloporus palaciosi,12.5,29.0,12.5,all,19.0,1.05,0.61,NA,female SVL,no,Diurnal,air,NA,Viviparous,LC,stable,29.0,"Lemos-Espinal et al. 2002, Guizado-Rodriguez et al. 2011"
Phrynosomatidae,Sceloporus poinsettii,17.2,32.1,20.2,mar_sep,29.0,1.87,1.47,0.17,female SVL,no,Diurnal,air,Omnivorous,Viviparous,LC,stable,32.1,"Andrews 1998, Sinervo et al. 2010 (own data), Degenhardt et al. 1996, Brattstrom 1965, Lemos-Espinal et al. 1997, Woolrich-Pina et al. 2012 (citing Bogert 1949)"
Phrynosomatidae,Sceloporus scalaris,17.6,33.5,20.0,mar_sep,24.0,1.21,0.74,-0.37,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,33.5,"Andrews 1998, Degenhardt et al. 1996, Lemos-Espinal et al. 1997, Woolrich-Pina et al. 2012"
Phrynosomatidae,Sceloporus serrifer,21.4,31.0,21.4,all,23.0,1.95,1.48,0.08,female SVL,no,Diurnal,air,Carnivorous,Viviparous,LC,stable,31.0,Sinervo et al. 2010 (own data)
Phrynosomatidae,Sceloporus siniferus,23.0,36.2,23.0,all,17.0,1.10,0.65,NA,female SVL,no,Diurnal,air,NA,Oviparous,LC,stable,36.2,Lemos-Espinal et al. 2001
Phrynosomatidae,Sceloporus slevini,15.7,32.6,18.6,mar_sep,28.0,1.08,0.66,-0.37,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,decreasing,32.6,Jones and Lovich 2009
Phrynosomatidae,Sceloporus spinosus,17.0,33.5,17.0,all,21.0,1.77,1.27,0.00,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,33.5,"Woolrich-Pina et al. 2012, Lemos-Espinal et al. 1997"
Phrynosomatidae,Sceloporus squamosus,24.4,35.3,24.4,all,14.0,0.89,0.67,-0.56,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,35.3,"Andrews 1998, Brattstrom 1965, Lemos-Espinal et al. 1997"
Phrynosomatidae,Sceloporus torquatus,17.1,33.0,17.1,all,21.0,1.90,1.39,0.06,female SVL,no,Diurnal,air,Omnivorous,Viviparous,LC,stable,33.0,Sinervo et al. 2010
Phrynosomatidae,Sceloporus undulatus,14.5,32.5,19.6,mar_sep,35.0,1.39,0.95,-0.10,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,32.5,"Jones and Lovich 2009, Andrews 1998, Degenhardt et al. 1996, Brattstrom 1965, Lemos-Espinal et al. 1997, Woolrich-Pina et al. 2012"
Phrynosomatidae,Sceloporus vandenburgianus,16.2,37.5,19.8,mar_sep,34.0,1.00,0.86,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,37.5,Brattstrom 1965
Phrynosomatidae,Sceloporus variabilis,21.7,32.9,21.7,all,20.0,1.20,0.79,-0.10,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,32.9,"Andrews 1998, van Berkum 1988, Lemos-Espinal et al. 2001 citing Benabib and Congdon 1992, Savage 2002, Brattstrom 1965, Lemos-Espinal et al. 1997, Woolrich-Pina et al. 2012 (citing Bogerts 1949)"
Phrynosomatidae,Sceloporus virgatus,15.8,34.0,18.5,mar_sep,29.0,1.10,0.80,-0.29,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,34.0,"Jones and Lovich 2009, Andrews 1998, Degenhardt et al. 1996, Lemos-Espinal et al. 1997"
Phrynosomatidae,Sceloporus woodi,22.3,36.2,24.9,mar_sep,28.0,1.00,0.80,-0.32,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NT,decreasing,36.2,"Andrews 1998, Curry-Lindahl 1979, Brattstrom 1965, Lemos-Espinal et al. 1997"
Phrynosomatidae,Uma exsul,19.7,36.9,22.4,mar_sep,26.0,1.50,1.02,0.17,female SVL,no,Diurnal,air,Carnivorous,Oviparous,EN,decreasing,36.9,"Sinervo et al. 2010 (own data), Pough et al. 1978"
Phrynosomatidae,Uma notata,21.7,38.5,25.4,mar_sep,32.0,1.73,1.23,0.36,female SVL,no,Diurnal,air,Omnivorous,Oviparous,NT,decreasing,38.5,"Curry-Lindahl 1979, Brattstrom 1965, Lemm 2006"
