Genus,Species,Tmax,max_metric,max_interval_after_LT0,Tmax_2,max_metric_2,max_interval_before_LT100,max_pretreatment,max_ramp,lat_max,long_max,elevation_max,REF_max,location_max,tmin,min_metric,min_interval_after_LT0,tmin_2,min_metric_2,min_interval_before_LT100,min_pretreatment,ramp_min,lat_min,long_min,elevation_min,REF_min,location_min,Phylum,Class,Order,Family,Quality of UTNZ,species_full,Genus_old,Species_old,species_full_old,Realm,Realm.1,Realm.2,Entry number
Analipus,japonicus,25,LT0,3,28,LT100,3,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Heterochordariaceae,Heterochordariaceae,,Analipus_japonicus,Analipus,japonicus,Analipus_japonicus,Intertidal,Marine,Marine,1
Anaptychia,leucomelaena,,,,,,,,,,,,,,-7.5,ctmin,,,,,,,4.2,9.2,2000,Lange_1965,1,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,,Anaptychia_leucomelaena,Anaptychia,leucomelaena,Anaptychia_leucomelaena,Terrestrial,Terrestrial,Terrestrial,1
Anas,aucklandica,37,UTNZ,,,,,,,-40.7,175.6,,McNab_2003,1,30,LTNZ,,,,,,,-40.7,175.6,,McNab_2003,1,Chordata,Aves,Anseriformes,Anatidae,2,Anas_aucklandica,Anas,aucklandica,Anas_aucklandica,Freshwater,Freshwater,Terrestrial,1
Anas,castanea,,,,,,,,,,,,,,24,LTNZ,,,,,,,-40.7,175.6,,McNab_2003,1,Chordata,Aves,Anseriformes,Anatidae,,Anas_castanea,Anas,castanea,Anas_castanea,Freshwater,Freshwater,Terrestrial,1
Anas,gracilis,39,UTNZ,,,,,,,-40.7,175.6,,McNab_2003,1,30,LTNZ,,,,,,,-40.7,175.6,,McNab_2003,1,Chordata,Aves,Anseriformes,Anatidae,2,Anas_gracilis,Anas,gracilis,Anas_gracilis,Freshwater,Freshwater,Terrestrial,1
Anas,rhynchotis,,,,,,,,,,,,,,22,LTNZ,,,,,,,-40.7,175.6,,McNab_2003,1,Chordata,Aves,Anseriformes,Anatidae,,Anas_rhynchotis,Anas,rhynchotis,Anas_rhynchotis,Freshwater,Freshwater,Terrestrial,1
Anax,junius,45.6,ctmax,,,,,25,,29.6,-82.3,55,May_1976,1,,,,,,,,,,,,,,Arthropoda,Insecta,Odonata,Aeshnidae,,Anax_junius,Anax,junius,Anax_junius,Terrestrial,Terrestrial,Terrestrial,1
Anaxyrus,compactilis,36.9,ctmax,,,,,30,1,22,-102,1524,Brattstrom_1968,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Bufonidae,,Anaxyrus_compactilis,Anaxyrus,compactilis,Anaxyrus_compactilis,Terrestrial,Terrestrial,Terrestrial,1
Anguilla,australis,39.7,LT50,,,,,15,,-36.6,174.5,37,Richardson_et_al_1994,2,,,,,,,,,,,,,,Chordata,Actinopteri,Anguilliformes,Anguillidae,,Anguilla_australis,Anguilla,australis,Anguilla_australis,Freshwater,Freshwater,Marine,1
Anguilla,dieffenbachii,37.3,LT50,,,,,15,,-36.6,174.5,37,Richardson_et_al_1994,2,,,,,,,,,,,,,,Chordata,Actinopteri,Anguilliformes,Anguillidae,,Anguilla_dieffenbachii,Anguilla,dieffenbachii,Anguilla_dieffenbachii,Freshwater,Freshwater,Marine,1
Anisotome,imbricata,,,,,,,,,,,,,,-8.2,LT50,,,,,F,0.083,-45.4,170.1,1240,Bannister_et_al_2005,1,Streptophyta,Spermatophyta,Apiales,Apiaceae,,Anisotome_imbricata,Anisotome,imbricata,Anisotome_imbricata,Terrestrial,Terrestrial,Terrestrial,1
Anniella,pulchra,34,ctmax,,,,,,,34.01,-118.81,38,Brattstrom_1965,1,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Anniellidae,,Anniella_pulchra,Anniella,pulchra,Anniella_pulchra,Terrestrial,Terrestrial,Terrestrial,1
Anodontia,bullula,36.31,LT50,,,,,25,,-17,122,0,Compton_et_al2007,1,7.17,LT50,,,,,25,,-17,122,0,Compton_et_al2007,1,Mollusca,Bivalvia,Lucinoida,Lucinidae,,Anodontia_bullula,Anodontia,bullula,Anodontia_bullula,Intertidal,Marine,Marine,1
Anolis,auratus,40,ctmax,,,,,,,9.16,-79.84,79,Ballinger_et_al_1970,1,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_auratus,Anolis,auratus,Anolis_auratus,Terrestrial,Terrestrial,Terrestrial,1
Anolis,barbouri,34.9,ctmax,,,,,,,18.25,-71.22,12,Autumn_&_Losos_1997,1,11.7,ctmin,,,,,,,18.25,-71.22,13,Autumn_&_Losos_1997,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_barbouri,Anolis,barbouri,Anolis_barbouri,Terrestrial,Terrestrial,Terrestrial,1
Anolis,carolinensis,41.7,ctmax,,,,,,1,31.32,-91.53,0,vanBerkum_1988,1,4.7,ctmin,,,,,,1,31.32,-91.53,0,vanBerkum_1988,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_carolinensis,Anolis,carolinensis,Anolis_carolinensis,Terrestrial,Terrestrial,Terrestrial,1
Anolis,cooki,38.8,ctmax,,,,,,,18.1,-66.9,0,Huey_unpubl_data_in_Huey_et_al_2012,,9.3,ctmin,,,,,,,18.1,-66.9,0,Huey_unpubl_data_in_Huey_et_al_2012,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_cooki,Anolis,cooki,Anolis_cooki,Terrestrial,Terrestrial,Terrestrial,1
Anolis,cristatellus,37.1,ctmax,,,,,,,18.5,-66.14,6.5,Huey_unpubl_data_in_Huey_et_al_2012,1,8.9,ctmin,,,,,,,18.5,-66.14,5.6,Huey_1983,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_cristatellus,Anolis,cristatellus,Anolis_cristatellus,Terrestrial,Terrestrial,Terrestrial,1
Anolis,cupreus,38.4,ctmax,,,,,,,10.63,-85.43,100,vanBerkum_1986,1,11.8,ctmin,,,,,,,10.63,-85.43,100,vanBerkum_1986,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_cupreus,Anolis,cupreus,Anolis_cupreus,Terrestrial,Terrestrial,Terrestrial,1
Anolis,cybotes,40.1,ctmax,,,,,31.4,,18.18,-71.07,5,Hertz_&_Huey_1981,1,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_cybotes,Anolis,cybotes,Anolis_cybotes,Terrestrial,Terrestrial,Terrestrial,1
Anolis,distichus,38.6,ctmax,,,,,20,,25.77,-80.19,0,Corn_1971,1,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_distichus,Anolis,distichus,Anolis_distichus,Terrestrial,Terrestrial,Terrestrial,1
Anolis,evermanni,38.9,ctmax,,,,,30,,18.27,-65.91,594,Heatwole_et_al_1969,1,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_evermanni,Anolis,evermanni,Anolis_evermanni,Terrestrial,Terrestrial,Terrestrial,1
Anolis,frenatus,35.7,ctmax,,,,,,,9.16,-79.84,79,Ballinger_et_al_1970,1,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_frenatus,Anolis,frenatus,Anolis_frenatus,Terrestrial,Terrestrial,Terrestrial,1
Anolis,gundlachi,35.7,ctmax,,,,,20,1.75,18.29,-66.79,350,Huey_&_Webster_1976,1,6.3,ctmin,,,,,,,18.2,-66.14,,Huey_unpubl_data_in_Huey_et_al_2012,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_gundlachi,Anolis,gundlachi,Anolis_gundlachi,Terrestrial,Terrestrial,Terrestrial,1
Anolis,humilis,35.6,ctmax,,,,,,,10.42,-84.02,50,vanBerkum_1986,1,12.4,ctmin,,,,,,,10.42,-84.02,50,vanBerkum_1986,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_humilis,Anolis,humilis,Anolis_humilis,Terrestrial,Terrestrial,Terrestrial,1
Anolis,intermedius,38.4,ctmax,,,,,,,10.3,-84.82,1450,vanBerkum_1986,1,11.1,ctmin,,,,,,,10.3,-84.82,1450,vanBerkum_1986,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_intermedius,Anolis,intermedius,Anolis_intermedius,Terrestrial,Terrestrial,Terrestrial,1
Anolis,krugi,36,ctmax,,,,,25,1,18.4,-66.05,200,Hertz_1979,1,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_krugi,Anolis,krugi,Anolis_krugi,Terrestrial,Terrestrial,Terrestrial,1
Anolis,lemurinus,37.3,ctmax,,,,,,,10.42,-84.02,50,vanBerkum_1986,1,12.9,ctmin,,,,,,,10.42,-84.02,50,vanBerkum_1986,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_lemurinus,Anolis,lemurinus,Anolis_lemurinus,Terrestrial,Terrestrial,Terrestrial,1
Anolis,limifrons,36.8,ctmax,,,,,,,10.42,-84.02,50,vanBerkum_1986,1,12.3,ctmin,,,,,,,10.42,-84.02,50,vanBerkum_1986,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_limifrons,Anolis,limifrons,Anolis_limifrons,Terrestrial,Terrestrial,Terrestrial,1
Anolis,lionotus,36.7,ctmax,,,,,,,10.42,-84.02,50,vanBerkum_1986,1,14.7,ctmin,,,,,,,10.42,-84.02,50,vanBerkum_1986,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_lionotus,Anolis,lionotus,Anolis_lionotus,Terrestrial,Terrestrial,Terrestrial,1
Anolis,marcanoi,40.5,ctmax,,,,,,,19.12,-70.63,500,Hertz_&_Huey_1981,1,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_marcanoi,Anolis,marcanoi,Anolis_marcanoi,Terrestrial,Terrestrial,Terrestrial,1
Anolis,oculatus,35.5,ctmax,,,,,25,3.6,15.29,-61.4,0,Brooks_1968,2,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_oculatus,Anolis,oculatus,Anolis_oculatus,Terrestrial,Terrestrial,Terrestrial,1
Anolis,pentaprion,36,ctmax,,,,,,,9.16,-79.84,79,Brattstrom_1965,1,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_pentaprion,Anolis,pentaprion,Anolis_pentaprion,Terrestrial,Terrestrial,Terrestrial,1
Anolis,pulchellus,36.1,ctmax,,,,,25,1,18.37,-65.72,1,Hertz_1979,1,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_pulchellus,Anolis,pulchellus,Anolis_pulchellus,Terrestrial,Terrestrial,Terrestrial,1
Anolis,roquet,35.9,ctmax,,,,,25,1,14.64,-61.02,350,Hertz_1981,1,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_roquet,Anolis,roquet,Anolis_roquet,Terrestrial,Terrestrial,Terrestrial,1
Anolis,sagrei,40.5,ctmax,,,,,20,,25.72,-80.27,1,Corn_1971,1,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_sagrei,Anolis,sagrei,Anolis_sagrei,Terrestrial,Terrestrial,Terrestrial,1
Anolis,semilineatus,39.6,ctmax,,,,,25,1,18.45,-69.66,16,Hertz_1979,1,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_semilineatus,Anolis,semilineatus,Anolis_semilineatus,Terrestrial,Terrestrial,Terrestrial,1
Anolis,shrevei,40.1,ctmax,,,,,29.2,,18.8,-70.68,2200,Hertz_&_Huey_1981,1,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_shrevei,Anolis,shrevei,Anolis_shrevei,Terrestrial,Terrestrial,Terrestrial,1
Anolis,stratulus,41.2,ctmax,,,,,30,,18.4,-66.05,28,Heatwole_et_al_1969,1,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_stratulus,Anolis,stratulus,Anolis_stratulus,Terrestrial,Terrestrial,Terrestrial,1
Anolis,tropidogaster,33.4,ctmax,,,,,,,9.16,-79.84,79,Ballinger_et_al_1970,1,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_tropidogaster,Anolis,tropidogaster,Anolis_tropidogaster,Terrestrial,Terrestrial,Terrestrial,1
Anolis,tropidolepis,33.1,ctmax,,,,,,,10.3,-84.82,1450,vanBerkum_1986,1,9.5,ctmin,,,,,,,10.3,-84.82,1450,vanBerkum_1986,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Anolis_tropidolepis,Anolis,tropidolepis,Anolis_tropidolepis,Terrestrial,Terrestrial,Terrestrial,1
Anomalocardia,squamosa,37.53,LT50,,,,,25,,-17,122,0,Compton_et_al2007,1,3.05,LT50,,,,,25,,-17,122,0,Compton_et_al2007,1,Mollusca,Bivalvia,Veneroida,Veneridae,,Anomalocardia_squamosa,Anomalocardia,squamosa,Anomalocardia_squamosa,Intertidal,Marine,Marine,1
Anomalopus,brevicollis,36.3,ctmax,,,,,F,,-22.43,150.19,56,Greer_1980,2,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Scincidae,,Anomalopus_brevicollis,Anomalopus,brevicollis,Anomalopus_brevicollis,Terrestrial,Terrestrial,Terrestrial,1
Anomalopus,leuckartii,35,ctmax,,,,,F,,-29.43,151.7,885,Greer_1980,2,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Scincidae,,Anomalopus_leuckartii,Anomalopus,leuckartii,Anomalopus_leuckartii,Terrestrial,Terrestrial,Terrestrial,1
Anoplolepis,gracilipes,45.25,ctmax,,,,,25,0.2,4.05,114.81,0,Diamond_et_al_2012,1,,,,,,,,,,,,,,Arthropoda,Insecta,Hymenoptera,Formicidae,,Anoplolepis_gracilipes,Anoplolepis,gracilipes,Anoplolepis_gracilipes,Terrestrial,Terrestrial,Terrestrial,1
Anopterus,glandulosus,,,,,,,,,,,,,,-8,LT50,,,,,F,,,,,Bannister_&_Lord_2010,2,Streptophyta,Spermatophyta,Escalloniales,Escalloniaceae,,Anopterus_glandulosus,Anopterus,glandulosus,Anopterus_glandulosus,Terrestrial,Terrestrial,Terrestrial,1
Anoura,caudifer,35,UTNZ,,,,,,,-19.07,-44.19,,McNab_1969,2,26,LTNZ,,,,,,,-19.07,-44.19,,McNab_1969,2,Chordata,Mammalia,Chiroptera,Phyllostomidae,1,Anoura_caudifer,Anoura,caudifer,Anoura_caudifer,Terrestrial,Terrestrial,Terrestrial,1
Anoura,latidens,36.2,UTNZ,,,,,,,-18.29,-64.06,2400,Soriano_et_al_2002,1,34.7,LTNZ,,,,,,,-18.29,-64.06,2400,Soriano_et_al_2002,1,Chordata,Mammalia,Chiroptera,Phyllostomidae,2,Anoura_latidens,Anoura,latidens,Anoura_latidens,Terrestrial,Terrestrial,Terrestrial,1
Antarctopsocus,jeanneli,29.5,LT50,,,,,F,,-46.9,37.8,25,Slabber_&_Chown_2004,1,-7.7,LT50,,,,,F,,-46.9,37.8,25,Slabber_&_Chown_2004,1,Arthropoda,Insecta,Psocoptera,Elipsocidae,,Antarctopsocus_jeanneli,Antarctopsocus,jeanneli,Antarctopsocus_jeanneli,Terrestrial,Terrestrial,Terrestrial,1
Antithamnion,furcellatum,30,LT0,5,35,LT100,5,,,48.7262,-3.985322,0,Biebl_1958,1,3,LT0,5,-2,LT100,5,,,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,Antithamnion_furcellatum,Antithamnion,furcellatum,Antithamnion_furcellatum,Marine,Marine,Marine,1
Antithamnion,sarniense ,27,LT0,3,30,LT100,3,,,48.7262,-3.985322,0,Biebl_1958,1,3,LT0,5,-2,LT100,5,,,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,Antithamnion_sarniense,Antithamnion,sarniense ,Antithamnion_sarniense,Marine,Marine,Marine,1
Aotus,trivirgatus,30,UTNZ,,,,,28,,-16.3,-63.5,,Le-Maho_et_al_1981,1,28,LTNZ,,,,,28,,-16.3,-63.5,,Le-Maho_et_al_1981,1,Chordata,Mammalia,Primates,Aotidae,1,Aotus_trivirgatus,Aotus,trivirgatus,Aotus_trivirgatus,Terrestrial,Terrestrial,Terrestrial,1
Aphaenogaster,carolinensis,40.7,ctmax,,,,,25,0.2,35.76,-78.68,146,Diamond_et_al_2012,1,,,,,,,,,,,,,,Arthropoda,Insecta,Hymenoptera,Formicidae,,Aphaenogaster_carolinensis,Aphaenogaster,carolinensis,Aphaenogaster_carolinensis,Terrestrial,Terrestrial,Terrestrial,1
Aphaenogaster,fulva,41.8,ctmax,,,,,25,0.2,36.04,-79.07,180,Diamond_et_al_2012,1,,,,,,,,,,,,,,Arthropoda,Insecta,Hymenoptera,Formicidae,,Aphaenogaster_fulva,Aphaenogaster,fulva,Aphaenogaster_fulva,Terrestrial,Terrestrial,Terrestrial,1
Aphaenogaster,lamellidens,41.75,ctmax,,,,,25,0.2,35.77,-78.68,146,Diamond_et_al_2012,1,,,,,,,,,,,,,,Arthropoda,Insecta,Hymenoptera,Formicidae,,Aphaenogaster_lamellidens,Aphaenogaster,lamellidens,Aphaenogaster_lamellidens,Terrestrial,Terrestrial,Terrestrial,1
Aphaenogaster,rudis,40.36,ctmax,,,,,25,0.2,36.04,-79.07,180,Diamond_et_al_2012,1,,,,,,,,,,,,,,Arthropoda,Insecta,Hymenoptera,Formicidae,,Aphaenogaster_rudis,Aphaenogaster,rudis,Aphaenogaster_rudis,Terrestrial,Terrestrial,Terrestrial,1
Aphaenogaster,sp.1,42,ctmax,,,,,25,0.2,39.18,-76.67,150,Diamond_et_al_2012,1,,,,,,,,,,,,,,Arthropoda,Insecta,Hymenoptera,Formicidae,,Aphaenogaster_sp.1,Aphaenogaster,sp.,Aphaenogaster_sp.1,Terrestrial,Terrestrial,Terrestrial,1
Aphanenogaster,senilis,46,ctmax,,,,,20,0.2,41.3,2.09,50,Cerda_et_al_1998,1,,,,,,,,,,,,Cerda_et_al_1998,1,Arthropoda,Insecta,Hymenoptera,Formicidae,,Aphanenogaster_senilis,Aphanenogaster,senilis,Aphanenogaster_senilis,Terrestrial,Terrestrial,Terrestrial,1
Aphelocoma,coerulescens,34,UTNZ,,,,,,,33.71,-117.61,,Mann_1983,1,12.4,LTNZ,,,,,,,33.71,-117.61,,Mann_1983,1,Chordata,Aves,Passeriformes,Corvidae,2,Aphelocoma_coerulescens,Aphelocoma,coerulescens,Aphelocoma_coerulescens,Terrestrial,Terrestrial,Terrestrial,1
Aplodontia,rufa,,,,,,,,,,,,,,26.5,LTNZ,,,,,,,44.3,-123.33,,McNab_1979b,1,Chordata,Mammalia,Rodentia,Aplodontiidae,,Aplodontia_rufa,Aplodontia,rufa,Aplodontia_rufa,Terrestrial,Terrestrial,Terrestrial,1
Apodemus,agrarius,27.5,UTNZ,,,,,,,48.29,124.51,,Liu_et_al_2004,1,25,LTNZ,,,,,,,48.29,124.51,,Liu_et_al_2004,1,Chordata,Mammalia,Rodentia,Muridae,1,Apodemus_agrarius,Apodemus,agrarius,Apodemus_agrarius,Terrestrial,Terrestrial,Terrestrial,1
Apodemus,mystacinus,,,,,,,,,,,,,,28,LTNZ,,,,,24,,33,35,2100,Haim_et_al_1993,1,Chordata,Mammalia,Rodentia,Muridae,,Apodemus_mystacinus,Apodemus,mystacinus,Apodemus_mystacinus,Terrestrial,Terrestrial,Terrestrial,1
Apodemus,speciosus,30,UTNZ,,,,,,,48.29,124.51,,Liu_et_al_2004,1,25,LTNZ,,,,,,,48.29,124.51,,Liu_et_al_2004,1,Chordata,Mammalia,Rodentia,Muridae,2,Apodemus_speciosus,Apodemus,speciosus,Apodemus_speciosus,Terrestrial,Terrestrial,Terrestrial,1
Apogon,dovii,35.9,ctmax,,,,,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2001,1,13.1,ctmin,,,,,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2002,1,Chordata,Actinopteri,Kurtiformes,Apogonidae,,Apogon_dovii,Apogon,dovii,Apogon_dovii,Marine,Marine,Marine,1
Apogon,novemfasciatus,40.1,ctmax,,,,,30,0.31,-5.45,124,0,Eme_&_Bennett_2009,1,12.9,ctmin,,,,,17.5,0.31,-5.45,124,0,Eme_&_Bennett_2009,1,Chordata,Actinopteri,Kurtiformes,Apogonidae,,Apogon_novemfasciatus,Apogon,novemfasciatus,Apogon_novemfasciatus,Marine,Marine,Marine,1
Apogon,pacifici,34.7,ctmax,,,,,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2001,1,10.8,ctmin,,,,,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2002,1,Chordata,Actinopteri,Kurtiformes,Apogonidae,,Apogon_pacifici,Apogon,pacifici,Apogon_pacifici,Marine,Marine,Marine,1
Apophloea,lyallii,,,,,,,,,,,,,,-21.9,LT50,1,,,,,,-45.95,170.333333,0,Frazer_et_al_1988,1,Rhodophyta,Florideophyceae,Hildenbrandiales,Hildenbrandiaceae,,Apophloea_lyallii,Apophloea,lyallii,Apophloea_lyallii,Intertidal,Marine,Marine,1
Apteropanorpa,tasmanica,,,,,,,,,,,,,,-7,SCP,,,,,3,0.3,-42.68,146.57,1260,Palmer_&_Siebke_2008,1,Arthropoda,Insecta,Mecoptera,Apteropanorpidae,,Apteropanorpa_tasmanica,Apteropanorpa,tasmanica,Apteropanorpa_tasmanica,Terrestrial,Terrestrial,Terrestrial,1
Aramides,cajanea,38,UTNZ,,,,,,,27.56,-104.1,,McNab_&_Ellis_2006,2,30,LTNZ,,,,,,,27.56,-104.1,,McNab_&_Ellis_2006,3,Chordata,Aves,Gruiformes,Rallidae,1,Aramides_cajanea,Aramides,cajanea,Aramides_cajanea,Terrestrial,Terrestrial,Terrestrial,1
Arborimus,longicaudus,,,,,,,,,,,,,,23,LTNZ,,,,,20,,40.7,-123.8,,McNab_1992,1,Chordata,Mammalia,Rodentia,Cricetidae,,Arborimus_longicaudus,Arborimus,longicaudus,Arborimus_longicaudus,Terrestrial,Terrestrial,Terrestrial,1
Arctictis,binturong,36,UTNZ,,,,,,,38.55,101.36,,McNab_1995,3,27,LTNZ,,,,,,,38.55,101.36,,McNab_1995,3,Chordata,Mammalia,Carnivora,Viverridae,2,Arctictis_binturong,Arctictis,binturong,Arctictis_binturong,Terrestrial,Terrestrial,Terrestrial,1
Arctogalidia,trivirgata,,,,,,,,,,,,,,19,LTNZ,,,,,,,44.44,101.35,,McNab_1995,3,Chordata,Mammalia,Carnivora,Viverridae,,Arctogalidia_trivirgata,Arctogalidia,trivirgata,Arctogalidia_trivirgata,Terrestrial,Terrestrial,Terrestrial,1
Argopecten,purpuratus,29,LT50,,,,,19,,-14.25,-76.2,0,Urban_1994,1,,,,,,,,,,,,,,Mollusca,Bivalvia,Pectinoida,Pectinidae,,Argopecten_purpuratus,Argopecten,purpuratus,Argopecten_purpuratus,Marine,Marine,Marine,1
Argyrotegium,mackayi,,,,,,,,,,,,,,-7.6,LT50,,,,,F,0.083,-45.4,170.1,1240,Bannister_et_al_2005,1,Streptophyta,Spermatophyta,Asterales,Asteraceae,,Argyrotegium_mackayi,Argyrotegium,mackayi,Argyrotegium_mackayi,Terrestrial,Terrestrial,Terrestrial,1
Arizona,elegans,41.8,ctmax,,,,,,,35.7,-116.34,47,Cowles_&_Bogert_1944,1,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Colubridae,,Arizona_elegans,Arizona,elegans,Arizona_elegans,Terrestrial,Terrestrial,Terrestrial,1
Armadillidium,vulgare,45.9,ctmax,,,,,25,0.25,-32.92,18.23,0,Klok_et_al_2004,1,,,,,,,,,,,,,1,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,,Armadillidium_vulgare,Armadillidium,vulgare,Armadillidium_vulgare,Terrestrial,Terrestrial,Terrestrial,1
Armases,ricordi,40,LT100,,,,,,,9.5,-78,0,Scholander_et_al1953,2,,,,,,,,,,,,,,Arthropoda,Malacostraca,Decapoda,Sesarmidae,,Armases_ricordi,Armases,ricordi,Armases_ricordi,Intertidal,Marine,Marine,1
Artemisia,californica,53,ctmax,,,,,F,,34.1,-118.6,360,Knight_&_Ackerly_2002,1,,,,,,,,,,,,,,Streptophyta,Spermatophyta,Asterales,Asteraceae,,Artemisia_californica,Artemisia,californica,Artemisia_californica,Terrestrial,Terrestrial,Terrestrial,1
Arthrocladia,villosa,27,LT0,3,30,LT100,3,,,48.7262,-3.985322,0,Biebl_1958,1,-2,LT0,6,-8,LT100,6,,,48.7262,-3.985322,0,Biebl_1958,1,Phaeophyceae,Phaeophyceae,Desmarestiales,Arthrocladiaceae,,Arthrocladia_villosa,Arthrocladia,villosa,Arthrocladia_villosa,Marine,Marine,Marine,1
Artibeus,cinereus,34,UTNZ,,,,,,,16.06,-94.6,,McNab_1969,2,28,LTNZ,,,,,,,16.06,-94.6,,McNab_1969,2,Chordata,Mammalia,Chiroptera,Phyllostomidae,2,Artibeus_cinereus,Artibeus,cinereus,Artibeus_cinereus,Terrestrial,Terrestrial,Terrestrial,1
Artibeus,concolor,,,,,,,,,,,,,,29,LTNZ,,,,,,,-41.01,-62.47,,McNab_1969,2,Chordata,Mammalia,Chiroptera,Phyllostomidae,,Artibeus_concolor,Artibeus,concolor,Artibeus_concolor,Terrestrial,Terrestrial,Terrestrial,1
Artibeus,jamaicensis,35,UTNZ,,,,,,,-20.05,-56.47,,McNab_1969,2,25,LTNZ,,,,,,,-20.05,-56.47,,McNab_1969,2,Chordata,Mammalia,Chiroptera,Phyllostomidae,1,Artibeus_jamaicensis,Artibeus,jamaicensis,Artibeus_jamaicensis,Terrestrial,Terrestrial,Terrestrial,1
Artibeus,lituratus,36,UTNZ,,,,,,,-23.5,-46.37,,McNab_1969,2,25,LTNZ,,,,,,,-23.5,-46.37,,McNab_1969,2,Chordata,Mammalia,Chiroptera,Phyllostomidae,1,Artibeus_lituratus,Artibeus,lituratus,Artibeus_lituratus,Terrestrial,Terrestrial,Terrestrial,1
Asarum,europaeum,48.5,LT50,,,,,30,0.7,,,,Bilger_et_al_1984,1,,,,,,,,,,,,,,Streptophyta,Spermatophyta,Piperales,Aristolochiaceae,,Asarum_europaeum,Asarum,europaeum,Asarum_europaeum,Terrestrial,Terrestrial,Terrestrial,1
Ascidia,ceratodes,24.3,LT50,,,,,12,0.25,38.33,-123.06,0,Zerebecki_&_Sorte_2011,1,,,,,,,,,,,,,,Chordata,Ascidiacea,Enterogona,Ascidiidae,,Ascidia_ceratodes,Ascidia,ceratodes,Ascidia_ceratodes,Marine,Marine,Marine,1
Ascophyllum,nodosum,28,LT0,2,30,LT100,2,,,54.19261,7.86732,0,Lüning_1984,1,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Fucales,Fucaceae,,Ascophyllum_nodosum,Ascophyllum,nodosum,Ascophyllum_nodosum,Intertidal,Marine,Marine,1
Ascoseira,mirabilis,11,LT0,1,,,,,,-61.934135,-57.901964,0,Wiencke_&_torn_Dieck_1989,1,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Ascoseirales,Ascoseirales,,Ascoseira_mirabilis,Ascoseira,mirabilis,Ascoseira_mirabilis,Marine,Marine,Marine,1
